,zone,year,month,day,hour,actual,predicted_NN
0,7,2005,3,6,0,174901,191276.421875
1,7,2005,3,6,1,173600,188181.046875
2,7,2005,3,6,2,173637,148207.046875
3,7,2005,3,6,3,171521,141404.296875
4,7,2005,3,6,4,176090,154108.65625
5,7,2005,3,6,5,178248,147815.328125
6,7,2005,3,6,6,185577,155795.296875
7,7,2005,3,6,7,193773,175750.078125
8,7,2005,3,6,8,198312,220947.359375
9,7,2005,3,6,9,198815,194953.671875
10,7,2005,3,6,10,191058,180755.890625
11,7,2005,3,6,11,183358,178846.25
12,7,2005,3,6,12,175783,168855.515625
13,7,2005,3,6,13,167383,167398.390625
14,7,2005,3,6,14,163665,165736.921875
15,7,2005,3,6,15,159918,164539.171875
16,7,2005,3,6,16,161173,145913.484375
17,7,2005,3,6,17,165872,154033.34375
18,7,2005,3,6,18,184853,160205.578125
19,7,2005,3,6,19,189788,164472.71875
20,7,2005,3,6,20,189752,162497.359375
21,7,2005,3,6,21,179483,159418.6875
22,7,2005,3,6,22,167689,151465.234375
23,7,2005,3,6,23,157521,142761.15625
24,7,2005,3,7,0,151578,142176.75
25,7,2005,3,7,1,153138,105633.8984375
26,7,2005,3,7,2,151460,106558.4296875
27,7,2005,3,7,3,154610,109611.1640625
28,7,2005,3,7,4,164739,118323.875
29,7,2005,3,7,5,179786,159435.046875
30,7,2005,3,7,6,204497,184763.296875
31,7,2005,3,7,7,210680,218135.140625
32,7,2005,3,7,8,205227,185603.671875
33,7,2005,3,7,9,200977,195740.671875
34,7,2005,3,7,10,193156,189779.296875
35,7,2005,3,7,11,186452,176858.703125
36,7,2005,3,7,12,184141,172392.703125
37,7,2005,3,7,13,178408,170374.125
38,7,2005,3,7,14,175111,172278.765625
39,7,2005,3,7,15,171140,170393.859375
40,7,2005,3,7,16,176332,168929.046875
41,7,2005,3,7,17,177088,173373.640625
42,7,2005,3,7,18,195620,189467.234375
43,7,2005,3,7,19,195098,193290.734375
44,7,2005,3,7,20,190106,188598.765625
45,7,2005,3,7,21,181168,173958.734375
46,7,2005,3,7,22,165117,158949.40625
47,7,2005,3,7,23,153770,148892.4375
48,7,2005,3,8,0,146246,141676.046875
49,7,2005,3,8,1,144361,138164.140625
50,7,2005,3,8,2,141775,167783.046875
51,7,2005,3,8,3,143418,107102.3359375
52,7,2005,3,8,4,149685,112420.7109375
53,7,2005,3,8,5,165681,157485.515625
54,7,2005,3,8,6,193573,187395.265625
55,7,2005,3,8,7,210989,176259.140625
56,7,2005,3,8,8,212385,181105.140625
57,7,2005,3,8,9,224572,195754.296875
58,7,2005,3,8,10,229997,195085.65625
59,7,2005,3,8,11,233653,185510.90625
60,7,2005,3,8,12,227927,216025.546875
61,7,2005,3,8,13,223081,212773.234375
62,7,2005,3,8,14,219539,223871.5625
63,7,2005,3,8,15,220200,219653.953125
64,7,2005,3,8,16,226273,220641.609375
65,7,2005,3,8,17,244645,232226.359375
66,7,2005,3,8,18,264599,247644.796875
67,7,2005,3,8,19,265561,249284.78125
68,7,2005,3,8,20,262112,246182.921875
69,7,2005,3,8,21,254584,235915.453125
70,7,2005,3,8,22,241596,224263.015625
71,7,2005,3,8,23,226757,212557.984375
72,7,2005,3,9,0,224195,209392.0
73,7,2005,3,9,1,221290,205949.25
74,7,2005,3,9,2,221792,209501.578125
75,7,2005,3,9,3,220347,211642.921875
76,7,2005,3,9,4,229140,221132.84375
77,7,2005,3,9,5,243535,236304.640625
78,7,2005,3,9,6,264021,257946.515625
79,7,2005,3,9,7,267049,262117.1875
80,7,2005,3,9,8,255788,242178.859375
81,7,2005,3,9,9,244666,249873.390625
82,7,2005,3,9,10,238287,226805.109375
83,7,2005,3,9,11,232726,223098.234375
84,7,2005,3,9,12,228155,203568.890625
85,7,2005,3,9,13,219974,210853.984375
86,7,2005,3,9,14,212160,204474.109375
87,7,2005,3,9,15,209552,202766.515625
88,7,2005,3,9,16,213172,204719.609375
89,7,2005,3,9,17,222427,217785.359375
90,7,2005,3,9,18,244700,234663.328125
91,7,2005,3,9,19,248378,238590.78125
92,7,2005,3,9,20,247412,234356.359375
93,7,2005,3,9,21,239183,227071.765625
94,7,2005,3,9,22,223689,214003.828125
95,7,2005,3,9,23,209663,212539.453125
96,7,2005,3,10,0,208789,209412.734375
97,7,2005,3,10,1,209542,206012.859375
98,7,2005,3,10,2,209223,209566.375
99,7,2005,3,10,3,211015,211719.765625
100,7,2005,3,10,4,218651,221215.640625
101,7,2005,3,10,5,231812,236393.8125
102,7,2005,3,10,6,254487,258019.140625
103,7,2005,3,10,7,259560,262211.25
104,7,2005,3,10,8,239217,245977.984375
105,7,2005,3,10,9,232584,211619.609375
106,7,2005,3,10,10,225136,221192.140625
107,7,2005,3,10,11,218131,206452.484375
108,7,2005,3,10,12,208948,198058.609375
109,7,2005,3,10,13,203077,192243.203125
110,7,2005,3,10,14,197314,186475.78125
111,7,2005,3,10,15,195301,179895.484375
112,7,2005,3,10,16,197388,195883.765625
113,7,2005,3,10,17,209725,205175.640625
114,7,2005,3,10,18,226174,200451.46875
115,7,2005,3,10,19,227965,238530.984375
116,7,2005,3,10,20,223317,237841.140625
117,7,2005,3,10,21,215651,231679.59375
118,7,2005,3,10,22,205537,210968.84375
119,7,2005,3,10,23,186971,152750.109375
120,7,2005,3,11,0,184608,172273.0
121,7,2005,3,11,1,181299,157639.78125
122,7,2005,3,11,2,182259,158304.5
123,7,2005,3,11,3,184490,160868.484375
124,7,2005,3,11,4,191818,165783.015625
125,7,2005,3,11,5,207442,179592.140625
126,7,2005,3,11,6,230631,200027.171875
127,7,2005,3,11,7,236192,230245.125
128,7,2005,3,11,8,220402,216203.0625
129,7,2005,3,11,9,210653,172868.484375
130,7,2005,3,11,10,204350,200112.390625
131,7,2005,3,11,11,202580,196397.953125
132,7,2005,3,11,12,200666,193230.125
133,7,2005,3,11,13,197449,188552.609375
134,7,2005,3,11,14,187444,182413.140625
135,7,2005,3,11,15,188453,174578.109375
136,7,2005,3,11,16,190686,182747.1875
137,7,2005,3,11,17,198383,204676.671875
138,7,2005,3,11,18,206560,220924.796875
139,7,2005,3,11,19,206965,220231.921875
140,7,2005,3,11,20,205597,214316.859375
141,7,2005,3,11,21,198977,171709.40625
142,7,2005,3,11,22,194579,183142.375
143,7,2005,3,11,23,182776,182852.328125
144,7,2005,3,12,0,177332,160751.453125
145,7,2005,3,12,1,175846,156754.546875
146,7,2005,3,12,2,174226,156701.25
147,7,2005,3,12,3,175561,168543.265625
148,7,2005,3,12,4,181000,160905.671875
149,7,2005,3,12,5,189637,165048.5625
150,7,2005,3,12,6,202911,190524.875
151,7,2005,3,12,7,214570,200445.390625
152,7,2005,3,12,8,215824,220903.96875
153,7,2005,3,12,9,215195,220080.609375
154,7,2005,3,12,10,207371,204937.328125
155,7,2005,3,12,11,196738,191177.84375
156,7,2005,3,12,12,191607,156277.984375
157,7,2005,3,12,13,186904,170144.546875
158,7,2005,3,12,14,180800,162639.65625
159,7,2005,3,12,15,178488,184596.5625
160,7,2005,3,12,16,180767,186013.8125
161,7,2005,3,12,17,187032,170603.421875
