,zone,year,month,day,hour,actual,predicted_NN
0,6,2005,3,6,0,171157,184602.953125
1,6,2005,3,6,1,169587,181358.203125
2,6,2005,3,6,2,169519,143528.046875
3,6,2005,3,6,3,167631,137268.53125
4,6,2005,3,6,4,172138,149496.375
5,6,2005,3,6,5,174557,143700.390625
6,6,2005,3,6,6,182047,151729.484375
7,6,2005,3,6,7,190938,171327.984375
8,6,2005,3,6,8,195150,213756.28125
9,6,2005,3,6,9,195002,189773.21875
10,6,2005,3,6,10,186587,175215.0
11,6,2005,3,6,11,178641,173317.15625
12,6,2005,3,6,12,170891,162299.34375
13,6,2005,3,6,13,162793,160533.46875
14,6,2005,3,6,14,158821,158659.25
15,6,2005,3,6,15,155009,157432.515625
16,6,2005,3,6,16,156194,141048.640625
17,6,2005,3,6,17,161240,149225.78125
18,6,2005,3,6,18,180397,155825.75
19,6,2005,3,6,19,185680,160066.65625
20,6,2005,3,6,20,185204,156504.015625
21,6,2005,3,6,21,174900,153229.1875
22,6,2005,3,6,22,162881,145258.84375
23,6,2005,3,6,23,152579,137752.46875
24,6,2005,3,7,0,146636,136733.109375
25,6,2005,3,7,1,147977,101096.6484375
26,6,2005,3,7,2,146475,102034.5390625
27,6,2005,3,7,3,149618,105144.6796875
28,6,2005,3,7,4,159623,113834.1953125
29,6,2005,3,7,5,174830,153635.03125
30,6,2005,3,7,6,199483,178420.671875
31,6,2005,3,7,7,204686,209964.09375
32,6,2005,3,7,8,198405,177798.34375
33,6,2005,3,7,9,193570,187158.71875
34,6,2005,3,7,10,185320,180824.390625
35,6,2005,3,7,11,178598,168331.59375
36,6,2005,3,7,12,176130,163886.765625
37,6,2005,3,7,13,170612,161911.8125
38,6,2005,3,7,14,167377,163718.28125
39,6,2005,3,7,15,163869,161569.125
40,6,2005,3,7,16,169107,160678.8125
41,6,2005,3,7,17,170567,165393.8125
42,6,2005,3,7,18,189230,181757.125
43,6,2005,3,7,19,189543,185827.15625
44,6,2005,3,7,20,184397,181136.390625
45,6,2005,3,7,21,175098,166711.71875
46,6,2005,3,7,22,158971,151802.0625
47,6,2005,3,7,23,147539,141571.921875
48,6,2005,3,8,0,140002,134460.875
49,6,2005,3,8,1,138009,131036.859375
50,6,2005,3,8,2,135620,160550.734375
51,6,2005,3,8,3,137269,102056.2890625
52,6,2005,3,8,4,143618,107509.4453125
53,6,2005,3,8,5,159412,150268.46875
54,6,2005,3,8,6,187240,179599.09375
55,6,2005,3,8,7,203742,169968.125
56,6,2005,3,8,8,205102,172970.640625
57,6,2005,3,8,9,216995,186825.6875
58,6,2005,3,8,10,222680,186451.625
59,6,2005,3,8,11,226262,178856.8125
60,6,2005,3,8,12,220778,208121.46875
61,6,2005,3,8,13,215793,204900.65625
62,6,2005,3,8,14,211981,213499.140625
63,6,2005,3,8,15,212647,209483.4375
64,6,2005,3,8,16,219118,212121.75
65,6,2005,3,8,17,237713,224299.953125
66,6,2005,3,8,18,258131,240039.796875
67,6,2005,3,8,19,259771,242182.6875
68,6,2005,3,8,20,256278,238961.25
69,6,2005,3,8,21,248625,228581.53125
70,6,2005,3,8,22,235572,216789.609375
71,6,2005,3,8,23,220973,205201.265625
