,zone,year,month,day,hour,actual,predicted_NN
0,9,2005,3,6,0,61215,76372.9765625
1,9,2005,3,6,1,61131,72289.0703125
2,9,2005,3,6,2,73038,72958.7421875
3,9,2005,3,6,3,74193,73626.7578125
4,9,2005,3,6,4,73710,57893.24609375
5,9,2005,3,6,5,73689,73669.609375
6,9,2005,3,6,6,73878,73457.9921875
7,9,2005,3,6,7,75096,53884.7890625
8,9,2005,3,6,8,78477,35943.28125
9,9,2005,3,6,9,78414,62555.40234375
10,9,2005,3,6,10,78309,74724.0234375
11,9,2005,3,6,11,67053,78214.046875
12,9,2005,3,6,12,64911,65490.66015625
13,9,2005,3,6,13,63084,66119.3984375
14,9,2005,3,6,14,60921,71779.0078125
15,9,2005,3,6,15,61215,78133.5859375
16,9,2005,3,6,16,61929,64828.4140625
17,9,2005,3,6,17,69930,65149.68359375
18,9,2005,3,6,18,74487,64941.3984375
19,9,2005,3,6,19,74508,73105.5703125
20,9,2005,3,6,20,76944,65375.9375
21,9,2005,3,6,21,77448,73771.6640625
22,9,2005,3,6,22,76629,76001.2265625
23,9,2005,3,6,23,76713,66683.8359375
24,9,2005,3,7,0,76482,76233.3046875
25,9,2005,3,7,1,76062,77627.3046875
26,9,2005,3,7,2,75957,76898.71875
27,9,2005,3,7,3,76524,76720.5078125
28,9,2005,3,7,4,77658,76412.7890625
29,9,2005,3,7,5,77847,77177.0078125
30,9,2005,3,7,6,77469,74607.1640625
31,9,2005,3,7,7,77553,77853.0078125
32,9,2005,3,7,8,78372,73776.8671875
33,9,2005,3,7,9,79002,78241.234375
34,9,2005,3,7,10,78225,79571.0859375
35,9,2005,3,7,11,75474,70017.6640625
36,9,2005,3,7,12,66885,82729.7734375
37,9,2005,3,7,13,62475,75137.5
38,9,2005,3,7,14,62244,74568.6328125
39,9,2005,3,7,15,62769,81019.2109375
40,9,2005,3,7,16,62412,81056.984375
41,9,2005,3,7,17,61782,80617.5234375
42,9,2005,3,7,18,62097,79904.7734375
43,9,2005,3,7,19,78561,79089.328125
44,9,2005,3,7,20,79317,74078.6796875
45,9,2005,3,7,21,79317,78540.359375
46,9,2005,3,7,22,78876,78556.765625
47,9,2005,3,7,23,78603,68525.9140625
48,9,2005,3,8,0,77049,68471.8671875
49,9,2005,3,8,1,78708,68378.15625
50,9,2005,3,8,2,78036,77060.4453125
51,9,2005,3,8,3,78309,62884.16015625
52,9,2005,3,8,4,77931,62162.5390625
53,9,2005,3,8,5,78435,78158.0390625
54,9,2005,3,8,6,75075,75690.3359375
55,9,2005,3,8,7,73878,70547.546875
56,9,2005,3,8,8,65142,64028.3125
57,9,2005,3,8,9,64512,66001.8671875
58,9,2005,3,8,10,64995,76421.6171875
59,9,2005,3,8,11,67872,44272.3125
60,9,2005,3,8,12,70350,75708.6171875
61,9,2005,3,8,13,81228,79205.9453125
62,9,2005,3,8,14,80136,86334.0234375
63,9,2005,3,8,15,79401,84964.1015625
64,9,2005,3,8,16,78078,38476.90234375
65,9,2005,3,8,17,78288,37855.625
66,9,2005,3,8,18,78267,36676.38671875
67,9,2005,3,8,19,77742,53690.45703125
68,9,2005,3,8,20,74508,71224.46875
69,9,2005,3,8,21,66696,70598.21875
70,9,2005,3,8,22,60795,80722.3671875
71,9,2005,3,8,23,61341,83679.71875
72,9,2005,3,9,0,61236,82019.609375
73,9,2005,3,9,1,60753,80695.125
74,9,2005,3,9,2,60669,84405.1015625
75,9,2005,3,9,3,60816,83987.4453125
76,9,2005,3,9,4,60606,75988.890625
77,9,2005,3,9,5,37800,43631.921875
78,9,2005,3,9,6,23037,26242.740234375
79,9,2005,3,9,7,21273,26299.994140625
80,9,2005,3,9,8,32151,30022.74609375
81,9,2005,3,9,9,61614,59860.3828125
82,9,2005,3,9,10,66129,35085.9609375
83,9,2005,3,9,11,78204,59396.734375
84,9,2005,3,9,12,78120,76766.7421875
85,9,2005,3,9,13,78876,75265.28125
86,9,2005,3,9,14,78015,75589.9609375
87,9,2005,3,9,15,78792,76346.484375
88,9,2005,3,9,16,78309,74960.5234375
89,9,2005,3,9,17,78414,74508.4765625
90,9,2005,3,9,18,79044,73911.546875
91,9,2005,3,9,19,78729,73111.1171875
92,9,2005,3,9,20,78918,71863.7890625
93,9,2005,3,9,21,78645,78387.921875
94,9,2005,3,9,22,79317,84217.9765625
95,9,2005,3,9,23,79674,83555.4453125
96,9,2005,3,10,0,79695,81980.5
97,9,2005,3,10,1,79590,80741.359375
98,9,2005,3,10,2,79170,84471.6796875
99,9,2005,3,10,3,79380,84071.234375
100,9,2005,3,10,4,79380,76100.3515625
101,9,2005,3,10,5,79905,43822.73828125
102,9,2005,3,10,6,75537,27012.765625
103,9,2005,3,10,7,78435,27409.80859375
104,9,2005,3,10,8,79821,32334.73046875
105,9,2005,3,10,9,80724,39550.1015625
106,9,2005,3,10,10,78183,60120.125
107,9,2005,3,10,11,76272,71068.296875
108,9,2005,3,10,12,74907,71383.8046875
109,9,2005,3,10,13,74886,71810.1328125
110,9,2005,3,10,14,74613,71352.2421875
111,9,2005,3,10,15,74655,74840.296875
112,9,2005,3,10,16,74823,75154.421875
113,9,2005,3,10,17,64302,75653.0625
114,9,2005,3,10,18,62748,73632.171875
115,9,2005,3,10,19,63231,37612.66015625
116,9,2005,3,10,20,66402,41142.51171875
117,9,2005,3,10,21,66402,72354.8828125
118,9,2005,3,10,22,66171,72534.359375
119,9,2005,3,10,23,66654,76358.203125
120,9,2005,3,11,0,78351,87654.7578125
121,9,2005,3,11,1,78351,74868.2421875
122,9,2005,3,11,2,73605,74811.6796875
123,9,2005,3,11,3,73122,74956.3984375
124,9,2005,3,11,4,65898,75084.3828125
125,9,2005,3,11,5,60081,72017.328125
126,9,2005,3,11,6,61110,41794.65625
127,9,2005,3,11,7,62286,35951.23046875
128,9,2005,3,11,8,62223,61330.1484375
129,9,2005,3,11,9,61383,74904.5859375
130,9,2005,3,11,10,61488,63710.36328125
131,9,2005,3,11,11,61152,62244.1953125
