,zone,year,month,day,hour,actual,predicted_NN
0,14,2005,3,6,0,27740,21274.96484375
1,14,2005,3,6,1,27713,21288.5
2,14,2005,3,6,2,27946,19580.828125
3,14,2005,3,6,3,28668,21257.359375
4,14,2005,3,6,4,29345,21306.998046875
5,14,2005,3,6,5,27609,21513.189453125
6,14,2005,3,6,6,29112,22999.52734375
7,14,2005,3,6,7,31274,24370.908203125
8,14,2005,3,6,8,31452,26815.767578125
9,14,2005,3,6,9,28163,27472.30859375
10,14,2005,3,6,10,24271,22884.07421875
11,14,2005,3,6,11,21581,17945.892578125
12,14,2005,3,6,12,19871,21714.17578125
13,14,2005,3,6,13,18530,21063.333984375
14,14,2005,3,6,14,17358,19807.140625
15,14,2005,3,6,15,16539,18749.349609375
16,14,2005,3,6,16,16488,15664.626953125
17,14,2005,3,6,17,17388,16517.345703125
18,14,2005,3,6,18,20470,18776.453125
19,14,2005,3,6,19,22236,20355.166015625
20,14,2005,3,6,20,22497,18636.154296875
21,14,2005,3,6,21,21599,17754.361328125
22,14,2005,3,6,22,21567,16478.982421875
23,14,2005,3,6,23,19537,16006.2255859375
24,14,2005,3,7,0,18086,15483.376953125
25,14,2005,3,7,1,17718,14565.30078125
26,14,2005,3,7,2,17963,14491.8447265625
27,14,2005,3,7,3,18819,15131.3310546875
28,14,2005,3,7,4,20546,16415.041015625
29,14,2005,3,7,5,21427,19975.05859375
30,14,2005,3,7,6,25300,19082.9453125
31,14,2005,3,7,7,24317,21169.384765625
32,14,2005,3,7,8,20466,18683.525390625
33,14,2005,3,7,9,17520,18478.943359375
34,14,2005,3,7,10,15668,17201.822265625
35,14,2005,3,7,11,14332,17229.99609375
36,14,2005,3,7,12,13581,14855.0126953125
37,14,2005,3,7,13,12723,15490.515625
38,14,2005,3,7,14,12218,14421.7529296875
39,14,2005,3,7,15,12302,15138.4365234375
40,14,2005,3,7,16,12878,15911.7255859375
41,14,2005,3,7,17,14443,17353.587890625
42,14,2005,3,7,18,18011,17217.30859375
43,14,2005,3,7,19,19529,18207.869140625
44,14,2005,3,7,20,19126,21109.76953125
45,14,2005,3,7,21,17841,19283.9921875
46,14,2005,3,7,22,17034,16976.00390625
47,14,2005,3,7,23,14687,14802.9140625
48,14,2005,3,8,0,13044,13362.5068359375
49,14,2005,3,8,1,12666,13048.908203125
50,14,2005,3,8,2,12590,13412.86328125
51,14,2005,3,8,3,12828,11674.2978515625
52,14,2005,3,8,4,14018,12731.634765625
53,14,2005,3,8,5,15056,13956.90234375
54,14,2005,3,8,6,18824,15928.2236328125
55,14,2005,3,8,7,18632,18146.48828125
56,14,2005,3,8,8,17706,15123.8349609375
57,14,2005,3,8,9,16534,17556.314453125
58,14,2005,3,8,10,16342,17698.939453125
59,14,2005,3,8,11,18416,17493.328125
60,14,2005,3,8,12,21277,22506.87890625
61,14,2005,3,8,13,22673,22690.578125
62,14,2005,3,8,14,22032,19328.376953125
63,14,2005,3,8,15,21567,19036.970703125
64,14,2005,3,8,16,22347,20508.01171875
65,14,2005,3,8,17,24928,23524.80078125
66,14,2005,3,8,18,28891,27489.734375
67,14,2005,3,8,19,30351,28709.681640625
68,14,2005,3,8,20,30022,28331.392578125
69,14,2005,3,8,21,29471,27602.64453125
70,14,2005,3,8,22,30774,28281.634765625
71,14,2005,3,8,23,28843,26475.41796875
72,14,2005,3,9,0,27716,25249.923828125
73,14,2005,3,9,1,27738,25196.328125
74,14,2005,3,9,2,27978,24967.57421875
75,14,2005,3,9,3,28574,25552.271484375
76,14,2005,3,9,4,30144,27377.587890625
77,14,2005,3,9,5,30254,30742.7578125
78,14,2005,3,9,6,34085,30412.130859375
79,14,2005,3,9,7,32245,28648.267578125
80,14,2005,3,9,8,29055,26944.708984375
81,14,2005,3,9,9,25036,25118.771484375
82,14,2005,3,9,10,23345,22494.607421875
83,14,2005,3,9,11,22250,21249.408203125
84,14,2005,3,9,12,20817,20672.62109375
85,14,2005,3,9,13,19189,19059.66796875
86,14,2005,3,9,14,18293,18281.814453125
87,14,2005,3,9,15,18162,18058.47265625
88,14,2005,3,9,16,19305,18998.689453125
89,14,2005,3,9,17,21658,21430.8203125
90,14,2005,3,9,18,26099,25220.73828125
91,14,2005,3,9,19,28434,27113.298828125
92,14,2005,3,9,20,28992,27110.119140625
93,14,2005,3,9,21,28425,26616.6953125
94,14,2005,3,9,22,28981,27667.978515625
95,14,2005,3,9,23,26823,26471.2421875
96,14,2005,3,10,0,25635,25249.4609375
97,14,2005,3,10,1,25469,25199.771484375
98,14,2005,3,10,2,25772,24956.8203125
99,14,2005,3,10,3,26374,25544.111328125
100,14,2005,3,10,4,27566,27377.40234375
101,14,2005,3,10,5,27838,30738.8046875
102,14,2005,3,10,6,31787,30410.896484375
103,14,2005,3,10,7,30263,28664.404296875
104,14,2005,3,10,8,25757,27520.419921875
105,14,2005,3,10,9,22387,22976.806640625
106,14,2005,3,10,10,20603,21019.7421875
107,14,2005,3,10,11,19109,19233.13671875
108,14,2005,3,10,12,17991,17847.255859375
109,14,2005,3,10,13,16955,16999.4296875
110,14,2005,3,10,14,16310,16163.3310546875
111,14,2005,3,10,15,16192,18423.470703125
112,14,2005,3,10,16,16881,16672.146484375
113,14,2005,3,10,17,19558,19510.705078125
114,14,2005,3,10,18,23827,23718.482421875
115,14,2005,3,10,19,26616,23824.3046875
116,14,2005,3,10,20,26831,27772.26171875
117,14,2005,3,10,21,26238,27394.36328125
118,14,2005,3,10,22,27007,24063.3515625
119,14,2005,3,10,23,24449,20545.2265625
120,14,2005,3,11,0,23159,18245.849609375
121,14,2005,3,11,1,22747,18600.205078125
122,14,2005,3,11,2,22628,18637.81640625
123,14,2005,3,11,3,22860,18238.810546875
124,14,2005,3,11,4,24390,20965.76953125
125,14,2005,3,11,5,24914,22630.861328125
126,14,2005,3,11,6,28647,25638.521484375
127,14,2005,3,11,7,27378,24069.884765625
128,14,2005,3,11,8,23106,19115.625
129,14,2005,3,11,9,20237,17237.0234375
130,14,2005,3,11,10,18038,15024.5087890625
131,14,2005,3,11,11,16624,17322.73828125
132,14,2005,3,11,12,15421,15180.5
133,14,2005,3,11,13,14640,14788.626953125
134,14,2005,3,11,14,14184,14350.537109375
135,14,2005,3,11,15,14732,16045.9951171875
136,14,2005,3,11,16,16531,17743.7421875
137,14,2005,3,11,17,18681,20083.013671875
138,14,2005,3,11,18,21162,20055.93359375
139,14,2005,3,11,19,21676,23554.693359375
140,14,2005,3,11,20,21534,22838.49609375
141,14,2005,3,11,21,20992,19516.796875
142,14,2005,3,11,22,22189,18560.21875
143,14,2005,3,11,23,21326,15136.64453125
144,14,2005,3,12,0,20767,17861.728515625
145,14,2005,3,12,1,21267,14922.478515625
146,14,2005,3,12,2,21896,15069.22265625
147,14,2005,3,12,3,22504,18886.44140625
148,14,2005,3,12,4,23263,22151.11328125
149,14,2005,3,12,5,22433,23454.96484375
150,14,2005,3,12,6,24511,22935.8671875
151,14,2005,3,12,7,26529,24640.80078125
152,14,2005,3,12,8,27748,29006.6171875
153,14,2005,3,12,9,28007,27917.029296875
154,14,2005,3,12,10,27095,23369.5
155,14,2005,3,12,11,24395,21182.861328125
156,14,2005,3,12,12,21680,17151.830078125
157,14,2005,3,12,13,19567,19613.181640625
158,14,2005,3,12,14,18221,15731.9208984375
159,14,2005,3,12,15,17055,17330.767578125
160,14,2005,3,12,16,16776,18061.1328125
161,14,2005,3,12,17,17305,18149.82421875
162,14,2005,3,12,18,19691,19035.68359375
163,14,2005,3,12,19,20753,20407.671875
164,14,2005,3,12,20,20328,19370.330078125
165,14,2005,3,12,21,19599,19199.498046875
166,14,2005,3,12,22,20307,18075.447265625
167,14,2005,3,12,23,18674,17360.05859375
168,14,2005,6,20,0,13495,14019.2958984375
169,14,2005,6,20,1,11990,12860.6845703125
170,14,2005,6,20,2,11224,12193.3017578125
171,14,2005,6,20,3,10974,11021.609375
172,14,2005,6,20,4,11336,11447.47265625
173,14,2005,6,20,5,12691,13096.806640625
174,14,2005,6,20,6,14191,15830.6865234375
175,14,2005,6,20,7,14962,16298.8720703125
176,14,2005,6,20,8,15160,15767.47265625
177,14,2005,6,20,9,15645,16015.359375
178,14,2005,6,20,10,16024,16319.111328125
179,14,2005,6,20,11,16593,16549.486328125
180,14,2005,6,20,12,17312,18054.95703125
181,14,2005,6,20,13,17033,18534.408203125
182,14,2005,6,20,14,10310,11476.73046875
183,14,2005,6,20,15,10355,11742.708984375
184,14,2005,6,20,16,11198,16948.998046875
185,14,2005,6,20,17,12597,17596.609375
186,14,2005,6,20,18,20088,21589.23046875
187,14,2005,6,20,19,19870,19425.556640625
188,14,2005,6,20,20,19688,24865.7421875
189,14,2005,6,20,21,20153,19452.369140625
190,14,2005,6,20,22,17150,16674.00390625
191,14,2005,6,20,23,13826,14413.46484375
192,14,2005,6,21,0,11479,11730.58984375
193,14,2005,6,21,1,10468,10945.01953125
194,14,2005,6,21,2,9905,10386.4755859375
195,14,2005,6,21,3,9647,10249.53515625
196,14,2005,6,21,4,10104,10802.8681640625
197,14,2005,6,21,5,11524,12508.0009765625
198,14,2005,6,21,6,13190,15462.3349609375
199,14,2005,6,21,7,13955,16234.94140625
200,14,2005,6,21,8,14170,16989.494140625
201,14,2005,6,21,9,14568,16526.501953125
202,14,2005,6,21,10,15234,22519.9453125
203,14,2005,6,21,11,16458,19093.78125
204,14,2005,6,21,12,17951,21009.892578125
205,14,2005,6,21,13,19297,21387.44921875
206,14,2005,6,21,14,19495,24528.09375
207,14,2005,6,21,15,16053,20737.97265625
208,14,2005,6,21,16,20685,28496.171875
209,14,2005,6,21,17,22621,22953.71484375
210,14,2005,6,21,18,27926,26781.224609375
211,14,2005,6,21,19,26968,28060.271484375
212,14,2005,6,21,20,26122,23139.8359375
213,14,2005,6,21,21,25739,24137.37890625
214,14,2005,6,21,22,21906,20689.603515625
215,14,2005,6,21,23,17704,17807.111328125
216,14,2005,6,22,0,14727,14134.5849609375
217,14,2005,6,22,1,12974,13957.8564453125
218,14,2005,6,22,2,12063,15251.546875
219,14,2005,6,22,3,11615,12767.4306640625
220,14,2005,6,22,4,11623,12985.5078125
221,14,2005,6,22,5,12907,15033.724609375
222,14,2005,6,22,6,14432,15173.7373046875
223,14,2005,6,22,7,15771,18536.9765625
224,14,2005,6,22,8,16700,20729.216796875
225,14,2005,6,22,9,18330,22672.16796875
226,14,2005,6,22,10,20772,27683.32421875
227,14,2005,6,22,11,23610,19195.615234375
228,14,2005,6,22,12,26148,21027.46875
229,14,2005,6,22,13,27899,22385.69921875
230,14,2005,6,22,14,26501,26743.083984375
231,14,2005,6,22,15,23891,25295.00390625
232,14,2005,6,22,16,25245,28993.072265625
233,14,2005,6,22,17,27098,27192.490234375
234,14,2005,6,22,18,32183,26773.845703125
235,14,2005,6,22,19,30601,28096.009765625
236,14,2005,6,22,20,29258,23964.953125
237,14,2005,6,22,21,27830,24075.505859375
238,14,2005,6,22,22,23751,22829.7890625
239,14,2005,6,22,23,19329,18929.201171875
240,14,2005,6,23,0,16083,18034.1328125
241,14,2005,6,23,1,14064,12950.521484375
242,14,2005,6,23,2,12957,15188.9013671875
243,14,2005,6,23,3,12293,13964.466796875
244,14,2005,6,23,4,12438,14559.65625
245,14,2005,6,23,5,13508,13562.01171875
246,14,2005,6,23,6,15154,15649.98046875
247,14,2005,6,23,7,16831,15746.1279296875
248,14,2005,6,23,8,17976,19052.87890625
249,14,2005,6,23,9,19462,18158.27734375
250,14,2005,6,23,10,21668,18557.97265625
251,14,2005,6,23,11,23707,20091.578125
252,14,2005,6,23,12,25701,23566.673828125
253,14,2005,6,23,13,27449,25240.1953125
254,14,2005,6,23,14,28827,19092.0859375
255,14,2005,6,23,15,25563,25294.625
256,14,2005,6,23,16,26865,27549.28515625
257,14,2005,6,23,17,30624,28862.697265625
