,zone,year,month,day,hour,actual,predicted_NN
0,16,2005,3,6,0,40411,41202.4140625
1,16,2005,3,6,1,40408,36160.5390625
2,16,2005,3,6,2,40840,34711.71875
3,16,2005,3,6,3,41700,35713.54296875
4,16,2005,3,6,4,42943,37607.2421875
5,16,2005,3,6,5,41868,32017.220703125
6,16,2005,3,6,6,44830,40688.82421875
7,16,2005,3,6,7,46715,44360.8046875
8,16,2005,3,6,8,44652,36798.25
9,16,2005,3,6,9,40156,33628.80859375
10,16,2005,3,6,10,34912,31065.912109375
11,16,2005,3,6,11,31463,30533.5546875
12,16,2005,3,6,12,28688,27891.287109375
13,16,2005,3,6,13,26658,21296.943359375
14,16,2005,3,6,14,24649,20367.478515625
15,16,2005,3,6,15,23402,20327.216796875
16,16,2005,3,6,16,23452,21116.759765625
17,16,2005,3,6,17,25574,23417.630859375
18,16,2005,3,6,18,29768,27582.9921875
19,16,2005,3,6,19,31328,28339.103515625
20,16,2005,3,6,20,30821,28136.998046875
21,16,2005,3,6,21,29213,28108.533203125
22,16,2005,3,6,22,28745,27422.595703125
23,16,2005,3,6,23,26996,25049.7421875
24,16,2005,3,7,0,25979,23533.435546875
25,16,2005,3,7,1,26080,25286.138671875
26,16,2005,3,7,2,26328,25993.994140625
27,16,2005,3,7,3,26907,26111.328125
28,16,2005,3,7,4,28170,26556.28515625
29,16,2005,3,7,5,29257,28525.830078125
30,16,2005,3,7,6,34427,32216.650390625
31,16,2005,3,7,7,33904,29004.23046875
32,16,2005,3,7,8,29368,31324.0390625
33,16,2005,3,7,9,25797,24659.60546875
34,16,2005,3,7,10,23129,22484.916015625
35,16,2005,3,7,11,21349,20999.5625
36,16,2005,3,7,12,19864,19788.705078125
37,16,2005,3,7,13,18814,19032.69140625
38,16,2005,3,7,14,18022,18523.208984375
39,16,2005,3,7,15,17846,18644.720703125
40,16,2005,3,7,16,18496,20060.83203125
41,16,2005,3,7,17,20484,21754.5390625
42,16,2005,3,7,18,24740,24859.41015625
43,16,2005,3,7,19,26413,27349.4375
44,16,2005,3,7,20,25423,28913.861328125
45,16,2005,3,7,21,23379,26670.205078125
46,16,2005,3,7,22,21775,25806.35546875
47,16,2005,3,7,23,19109,22977.302734375
48,16,2005,3,8,0,17491,20047.150390625
49,16,2005,3,8,1,16950,19620.677734375
50,16,2005,3,8,2,16906,19870.927734375
51,16,2005,3,8,3,17439,20507.599609375
52,16,2005,3,8,4,18628,21697.08203125
53,16,2005,3,8,5,20228,22819.37109375
54,16,2005,3,8,6,25293,25804.65625
55,16,2005,3,8,7,27004,28887.982421875
56,16,2005,3,8,8,26279,27075.22265625
57,16,2005,3,8,9,28038,30271.9765625
58,16,2005,3,8,10,30774,31041.376953125
59,16,2005,3,8,11,34205,37083.21484375
60,16,2005,3,8,12,37016,33693.68359375
61,16,2005,3,8,13,38465,31100.427734375
62,16,2005,3,8,14,36973,29730.0546875
63,16,2005,3,8,15,35305,29649.572265625
64,16,2005,3,8,16,36184,32342.994140625
65,16,2005,3,8,17,39097,37143.8046875
66,16,2005,3,8,18,44758,42691.3046875
67,16,2005,3,8,19,48339,43690.39453125
68,16,2005,3,8,20,47228,45917.8515625
69,16,2005,3,8,21,45616,43624.67578125
70,16,2005,3,8,22,46038,44117.85546875
71,16,2005,3,8,23,44084,41712.03515625
72,16,2005,3,9,0,43513,41211.30859375
73,16,2005,3,9,1,44079,42150.65234375
74,16,2005,3,9,2,45356,43038.91015625
75,16,2005,3,9,3,46675,43778.26171875
76,16,2005,3,9,4,48319,45333.18359375
77,16,2005,3,9,5,48063,45859.46484375
78,16,2005,3,9,6,53063,50858.66015625
79,16,2005,3,9,7,49617,48562.2421875
80,16,2005,3,9,8,42804,43213.69140625
81,16,2005,3,9,9,41053,42403.140625
82,16,2005,3,9,10,35909,37928.1796875
83,16,2005,3,9,11,33186,35093.50390625
84,16,2005,3,9,12,31488,33672.90625
85,16,2005,3,9,13,29909,31018.49609375
86,16,2005,3,9,14,28377,29630.42578125
87,16,2005,3,9,15,27985,29524.6484375
88,16,2005,3,9,16,28664,30450.001953125
89,16,2005,3,9,17,32465,34740.1953125
90,16,2005,3,9,18,38629,40216.640625
91,16,2005,3,9,19,41267,42434.2734375
92,16,2005,3,9,20,41706,43034.84765625
93,16,2005,3,9,21,40429,41830.91796875
94,16,2005,3,9,22,40943,42422.0
95,16,2005,3,9,23,39047,41725.75
96,16,2005,3,10,0,38229,41220.73828125
97,16,2005,3,10,1,38572,42154.46484375
98,16,2005,3,10,2,38740,43039.97265625
99,16,2005,3,10,3,39534,43769.35546875
100,16,2005,3,10,4,41691,40532.26953125
101,16,2005,3,10,5,43179,45822.51171875
102,16,2005,3,10,6,49077,50822.5
103,16,2005,3,10,7,47429,48497.4453125
104,16,2005,3,10,8,40363,39448.9296875
105,16,2005,3,10,9,35872,41184.17578125
106,16,2005,3,10,10,32637,34068.3671875
107,16,2005,3,10,11,30011,30877.978515625
108,16,2005,3,10,12,28201,28329.609375
109,16,2005,3,10,13,26557,27221.74609375
110,16,2005,3,10,14,25364,26641.73046875
111,16,2005,3,10,15,25461,27852.267578125
112,16,2005,3,10,16,27012,29660.63671875
113,16,2005,3,10,17,31089,33135.99609375
114,16,2005,3,10,18,36715,36351.86328125
