,zone,year,month,day,hour,actual,predicted_NN
0,11,2005,3,6,0,113552,125181.5859375
1,11,2005,3,6,1,112515,104812.7265625
2,11,2005,3,6,2,113244,104040.7890625
3,11,2005,3,6,3,113990,106418.8984375
4,11,2005,3,6,4,115297,110606.7265625
5,11,2005,3,6,5,118413,106501.6328125
6,11,2005,3,6,6,123465,133341.671875
7,11,2005,3,6,7,126818,140325.515625
8,11,2005,3,6,8,127719,121113.9140625
9,11,2005,3,6,9,123253,119238.25
10,11,2005,3,6,10,116518,104741.890625
11,11,2005,3,6,11,109167,102048.2421875
12,11,2005,3,6,12,102730,91156.4609375
13,11,2005,3,6,13,97040,89285.6328125
14,11,2005,3,6,14,92612,89038.7265625
15,11,2005,3,6,15,90533,88661.921875
16,11,2005,3,6,16,91422,91574.9921875
17,11,2005,3,6,17,96442,89433.8828125
18,11,2005,3,6,18,108707,101283.2890625
19,11,2005,3,6,19,114405,105223.7890625
20,11,2005,3,6,20,111904,102915.4921875
21,11,2005,3,6,21,105168,98276.6640625
22,11,2005,3,6,22,96091,90703.203125
23,11,2005,3,6,23,87815,82913.5859375
24,11,2005,3,7,0,82710,77342.6484375
25,11,2005,3,7,1,81239,77921.1484375
26,11,2005,3,7,2,82069,80635.4453125
27,11,2005,3,7,3,84100,80025.3671875
28,11,2005,3,7,4,87210,81735.9140625
29,11,2005,3,7,5,96358,95141.0859375
30,11,2005,3,7,6,117913,101846.8046875
31,11,2005,3,7,7,121455,93508.5546875
32,11,2005,3,7,8,109089,102287.28125
33,11,2005,3,7,9,99472,91930.2578125
34,11,2005,3,7,10,93282,88073.1796875
35,11,2005,3,7,11,89165,85630.453125
36,11,2005,3,7,12,83582,81263.796875
37,11,2005,3,7,13,82466,80761.3828125
38,11,2005,3,7,14,80720,79072.2890625
39,11,2005,3,7,15,81089,78965.7265625
40,11,2005,3,7,16,82373,90237.4921875
41,11,2005,3,7,17,88054,93864.2109375
42,11,2005,3,7,18,103024,102160.2421875
43,11,2005,3,7,19,108955,109620.34375
44,11,2005,3,7,20,105372,112059.2890625
45,11,2005,3,7,21,98812,103703.3515625
46,11,2005,3,7,22,89293,93893.0078125
47,11,2005,3,7,23,79804,83313.8828125
48,11,2005,3,8,0,73551,71582.9921875
49,11,2005,3,8,1,70792,69218.65625
50,11,2005,3,8,2,70305,68995.765625
51,11,2005,3,8,3,71043,70017.1796875
52,11,2005,3,8,4,74450,72626.796875
53,11,2005,3,8,5,82640,81229.109375
54,11,2005,3,8,6,100766,98435.453125
55,11,2005,3,8,7,108484,101833.015625
56,11,2005,3,8,8,104595,98725.984375
57,11,2005,3,8,9,104618,110861.078125
58,11,2005,3,8,10,107994,104841.3828125
59,11,2005,3,8,11,112210,114601.7109375
60,11,2005,3,8,12,117089,118387.5234375
61,11,2005,3,8,13,125525,117937.0859375
62,11,2005,3,8,14,131669,115556.6171875
63,11,2005,3,8,15,135307,114940.9140625
64,11,2005,3,8,16,136690,119898.3828125
65,11,2005,3,8,17,144441,130921.7578125
66,11,2005,3,8,18,154873,140362.859375
67,11,2005,3,8,19,159938,145322.109375
68,11,2005,3,8,20,159306,150034.703125
69,11,2005,3,8,21,159345,145922.640625
70,11,2005,3,8,22,153470,137808.078125
71,11,2005,3,8,23,144954,129604.7734375
72,11,2005,3,9,0,139967,125317.875
73,11,2005,3,9,1,139423,124252.296875
74,11,2005,3,9,2,140114,124980.890625
75,11,2005,3,9,3,141957,126753.1796875
76,11,2005,3,9,4,145398,130775.78125
77,11,2005,3,9,5,154686,140462.84375
78,11,2005,3,9,6,165110,155547.125
79,11,2005,3,9,7,162596,151746.6875
80,11,2005,3,9,8,157004,145278.359375
81,11,2005,3,9,9,148432,138938.921875
82,11,2005,3,9,10,142177,132885.546875
83,11,2005,3,9,11,136170,127411.796875
84,11,2005,3,9,12,128743,118377.4765625
85,11,2005,3,9,13,125545,117885.6640625
86,11,2005,3,9,14,120810,115491.3828125
87,11,2005,3,9,15,118945,114870.1015625
88,11,2005,3,9,16,120443,117016.484375
89,11,2005,3,9,17,127864,126070.6015625
90,11,2005,3,9,18,143839,135366.546875
91,11,2005,3,9,19,150362,140856.34375
92,11,2005,3,9,20,149324,144922.921875
93,11,2005,3,9,21,143883,141643.0625
94,11,2005,3,9,22,135453,132962.546875
95,11,2005,3,9,23,126760,129615.40625
96,11,2005,3,10,0,122415,125324.75
97,11,2005,3,10,1,122622,124259.8359375
98,11,2005,3,10,2,124125,124978.0390625
99,11,2005,3,10,3,126563,126744.9140625
100,11,2005,3,10,4,130652,111750.015625
101,11,2005,3,10,5,141318,140438.109375
102,11,2005,3,10,6,160571,155527.703125
103,11,2005,3,10,7,160827,151716.46875
104,11,2005,3,10,8,142110,136990.03125
105,11,2005,3,10,9,130460,128987.2109375
106,11,2005,3,10,10,122381,124282.46875
107,11,2005,3,10,11,115689,118310.78125
108,11,2005,3,10,12,109030,110931.7578125
109,11,2005,3,10,13,107809,106509.9140625
110,11,2005,3,10,14,104587,102509.03125
111,11,2005,3,10,15,104664,101746.6015625
112,11,2005,3,10,16,108743,106528.59375
113,11,2005,3,10,17,116470,113655.5625
114,11,2005,3,10,18,133118,125066.4140625
115,11,2005,3,10,19,140632,127773.71875
116,11,2005,3,10,20,139383,123896.09375
117,11,2005,3,10,21,133949,122755.6953125
118,11,2005,3,10,22,125168,114261.9140625
119,11,2005,3,10,23,115985,106266.6953125
120,11,2005,3,11,0,109255,93885.2421875
121,11,2005,3,11,1,106272,104819.5546875
122,11,2005,3,11,2,106243,105386.734375
123,11,2005,3,11,3,106097,106658.2421875
124,11,2005,3,11,4,109503,109018.3515625
125,11,2005,3,11,5,119612,117444.203125
126,11,2005,3,11,6,137903,133781.640625
127,11,2005,3,11,7,138762,139695.796875
128,11,2005,3,11,8,123173,122314.484375
129,11,2005,3,11,9,111917,108703.4453125
130,11,2005,3,11,10,104601,96978.3046875
131,11,2005,3,11,11,98991,95061.8359375
132,11,2005,3,11,12,93224,88028.1015625
133,11,2005,3,11,13,90701,89323.0078125
134,11,2005,3,11,14,88917,86936.8984375
135,11,2005,3,11,15,89706,94796.1875
136,11,2005,3,11,16,97429,94550.8125
137,11,2005,3,11,17,102940,96710.90625
138,11,2005,3,11,18,112540,119294.796875
139,11,2005,3,11,19,114284,127082.1171875
140,11,2005,3,11,20,112831,117577.0625
141,11,2005,3,11,21,110066,104978.7578125
142,11,2005,3,11,22,104750,101803.7734375
143,11,2005,3,11,23,98389,89418.8984375
144,11,2005,3,12,0,93879,83997.140625
145,11,2005,3,12,1,92444,90170.4609375
146,11,2005,3,12,2,93849,90513.515625
147,11,2005,3,12,3,96569,91726.71875
