,zone,year,month,day,hour,actual,predicted_NN
0,10,2005,3,6,0,26459,24385.02734375
1,10,2005,3,6,1,25979,24432.193359375
2,10,2005,3,6,2,25727,23825.779296875
3,10,2005,3,6,3,25916,22710.033203125
4,10,2005,3,6,4,26132,23780.33203125
5,10,2005,3,6,5,26571,23529.166015625
6,10,2005,3,6,6,27651,23906.755859375
7,10,2005,3,6,7,29141,24392.8984375
8,10,2005,3,6,8,29078,29110.533203125
9,10,2005,3,6,9,28182,26311.478515625
10,10,2005,3,6,10,26577,23840.017578125
11,10,2005,3,6,11,24758,20470.306640625
12,10,2005,3,6,12,23443,42322.3515625
13,10,2005,3,6,13,22547,43945.1640625
14,10,2005,3,6,14,21643,45604.60546875
15,10,2005,3,6,15,20846,47551.78125
16,10,2005,3,6,16,20539,20549.55859375
17,10,2005,3,6,17,21372,21132.326171875
18,10,2005,3,6,18,24689,22581.30859375
19,10,2005,3,6,19,26016,24168.712890625
20,10,2005,3,6,20,25642,43660.03125
21,10,2005,3,6,21,24452,42837.49609375
22,10,2005,3,6,22,22705,42436.296875
23,10,2005,3,6,23,20918,18382.26171875
24,10,2005,3,7,0,19845,21198.318359375
25,10,2005,3,7,1,19792,17912.5859375
26,10,2005,3,7,2,20083,18038.263671875
27,10,2005,3,7,3,20378,18130.259765625
28,10,2005,3,7,4,21977,20550.29296875
29,10,2005,3,7,5,25554,26957.486328125
30,10,2005,3,7,6,29402,28792.66796875
31,10,2005,3,7,7,31020,30053.001953125
32,10,2005,3,7,8,27959,27510.05859375
33,10,2005,3,7,9,26189,24846.859375
34,10,2005,3,7,10,25692,23408.92578125
35,10,2005,3,7,11,25071,52533.59375
36,10,2005,3,7,12,24258,23857.208984375
37,10,2005,3,7,13,23695,57084.25
38,10,2005,3,7,14,23028,24193.255859375
39,10,2005,3,7,15,22463,57868.22265625
40,10,2005,3,7,16,23050,57670.625
41,10,2005,3,7,17,24709,56245.7109375
42,10,2005,3,7,18,28170,54269.453125
43,10,2005,3,7,19,28970,51573.0234375
44,10,2005,3,7,20,28481,50322.171875
45,10,2005,3,7,21,26603,24224.40625
46,10,2005,3,7,22,24327,22450.8046875
47,10,2005,3,7,23,21701,50034.29296875
48,10,2005,3,8,0,19995,49722.25390625
49,10,2005,3,8,1,19467,49908.015625
50,10,2005,3,8,2,19600,21168.865234375
51,10,2005,3,8,3,19757,19069.26171875
52,10,2005,3,8,4,20575,19159.13671875
53,10,2005,3,8,5,23444,44355.61328125
54,10,2005,3,8,6,27437,23475.982421875
55,10,2005,3,8,7,29118,25742.556640625
56,10,2005,3,8,8,28085,24386.44140625
57,10,2005,3,8,9,27906,24953.703125
58,10,2005,3,8,10,28400,26562.51953125
59,10,2005,3,8,11,30268,27613.57421875
60,10,2005,3,8,12,31694,28901.818359375
61,10,2005,3,8,13,31452,28785.720703125
62,10,2005,3,8,14,30252,30764.259765625
63,10,2005,3,8,15,31560,31535.0078125
64,10,2005,3,8,16,34668,29073.568359375
65,10,2005,3,8,17,36977,29918.388671875
66,10,2005,3,8,18,40335,30032.841796875
67,10,2005,3,8,19,42416,28623.625
68,10,2005,3,8,20,36819,27860.822265625
69,10,2005,3,8,21,37743,26830.453125
70,10,2005,3,8,22,37232,25987.87109375
71,10,2005,3,8,23,34685,25368.748046875
72,10,2005,3,9,0,34143,24733.76171875
73,10,2005,3,9,1,33844,24013.509765625
74,10,2005,3,9,2,33905,23074.529296875
75,10,2005,3,9,3,33595,22240.759765625
76,10,2005,3,9,4,34457,21884.220703125
77,10,2005,3,9,5,37080,20890.63671875
78,10,2005,3,9,6,40334,20031.3984375
79,10,2005,3,9,7,40283,19971.939453125
80,10,2005,3,9,8,37922,23394.173828125
81,10,2005,3,9,9,35496,25922.505859375
82,10,2005,3,9,10,33518,27460.845703125
83,10,2005,3,9,11,32494,28342.25
84,10,2005,3,9,12,31671,28632.548828125
85,10,2005,3,9,13,30531,29170.3359375
86,10,2005,3,9,14,29304,29619.8515625
87,10,2005,3,9,15,28798,29987.859375
88,10,2005,3,9,16,28746,30442.935546875
89,10,2005,3,9,17,30424,31085.912109375
90,10,2005,3,9,18,34772,31641.203125
91,10,2005,3,9,19,36580,28952.509765625
92,10,2005,3,9,20,36734,24861.1796875
93,10,2005,3,9,21,35734,24613.154296875
94,10,2005,3,9,22,33176,24447.396484375
95,10,2005,3,9,23,30587,24551.708984375
96,10,2005,3,10,0,29457,24503.046875
97,10,2005,3,10,1,28883,24310.408203125
98,10,2005,3,10,2,28690,23516.435546875
99,10,2005,3,10,3,28783,22782.416015625
100,10,2005,3,10,4,29320,22429.11328125
101,10,2005,3,10,5,31846,21620.365234375
102,10,2005,3,10,6,35531,20601.283203125
103,10,2005,3,10,7,36905,21063.798828125
104,10,2005,3,10,8,34524,26144.6640625
105,10,2005,3,10,9,31984,28453.830078125
106,10,2005,3,10,10,30176,28779.306640625
107,10,2005,3,10,11,28912,29144.6328125
108,10,2005,3,10,12,27979,28769.560546875
109,10,2005,3,10,13,26661,27792.212890625
110,10,2005,3,10,14,26105,26151.220703125
111,10,2005,3,10,15,26113,27692.916015625
112,10,2005,3,10,16,27244,27391.21875
113,10,2005,3,10,17,29162,30785.18359375
