,zone,year,month,day,hour,actual,predicted_NN
0,12,2005,3,6,0,140417,138984.78125
1,12,2005,3,6,1,137418,135754.046875
2,12,2005,3,6,2,137204,115039.1171875
3,12,2005,3,6,3,138264,114393.0234375
4,12,2005,3,6,4,140202,119693.6796875
5,12,2005,3,6,5,144008,122358.5703125
6,12,2005,3,6,6,151202,128401.7890625
7,12,2005,3,6,7,158880,139584.515625
8,12,2005,3,6,8,162387,172053.40625
9,12,2005,3,6,9,158535,155208.296875
10,12,2005,3,6,10,150325,140219.515625
11,12,2005,3,6,11,141126,116061.0546875
12,12,2005,3,6,12,131401,136133.515625
13,12,2005,3,6,13,124326,136691.078125
14,12,2005,3,6,14,120811,134625.21875
15,12,2005,3,6,15,119564,130774.1640625
16,12,2005,3,6,16,120525,105443.7890625
17,12,2005,3,6,17,127682,115333.34375
18,12,2005,3,6,18,145115,130388.3828125
19,12,2005,3,6,19,152004,136313.59375
20,12,2005,3,6,20,148516,119321.9765625
21,12,2005,3,6,21,138547,114785.8046875
22,12,2005,3,6,22,126464,107155.2578125
23,12,2005,3,6,23,113857,98584.09375
24,12,2005,3,7,0,106344,94783.0625
25,12,2005,3,7,1,104011,85014.9921875
26,12,2005,3,7,2,103764,84126.09375
27,12,2005,3,7,3,104967,84645.203125
28,12,2005,3,7,4,108374,87291.125
29,12,2005,3,7,5,120558,101521.6796875
30,12,2005,3,7,6,145018,123690.6484375
31,12,2005,3,7,7,142518,130308.6015625
32,12,2005,3,7,8,123540,108496.2265625
33,12,2005,3,7,9,111945,106805.796875
34,12,2005,3,7,10,104184,102254.0
35,12,2005,3,7,11,98315,103448.2421875
36,12,2005,3,7,12,93724,85057.2578125
37,12,2005,3,7,13,89142,93835.1328125
38,12,2005,3,7,14,87040,86380.3984375
39,12,2005,3,7,15,86784,93386.4296875
40,12,2005,3,7,16,92660,98088.6640625
41,12,2005,3,7,17,102860,110190.3828125
42,12,2005,3,7,18,123949,133062.75
43,12,2005,3,7,19,131648,137745.125
44,12,2005,3,7,20,127523,132579.671875
45,12,2005,3,7,21,118033,109920.7421875
46,12,2005,3,7,22,105854,97875.2890625
47,12,2005,3,7,23,93221,93909.671875
48,12,2005,3,8,0,84670,85761.515625
49,12,2005,3,8,1,80417,82144.1328125
50,12,2005,3,8,2,78921,87440.609375
51,12,2005,3,8,3,79126,63366.13671875
52,12,2005,3,8,4,82935,65597.59375
53,12,2005,3,8,5,94809,83484.2734375
54,12,2005,3,8,6,119664,97143.21875
55,12,2005,3,8,7,122960,113248.8359375
56,12,2005,3,8,8,114913,97285.6328125
57,12,2005,3,8,9,114502,105455.28125
58,12,2005,3,8,10,119192,116043.5859375
59,12,2005,3,8,11,125869,112742.9765625
60,12,2005,3,8,12,133291,123972.9921875
61,12,2005,3,8,13,143617,123939.703125
62,12,2005,3,8,14,152033,149650.0625
63,12,2005,3,8,15,159682,147755.25
64,12,2005,3,8,16,167664,137638.875
65,12,2005,3,8,17,158469,157026.78125
66,12,2005,3,8,18,203629,174922.359375
67,12,2005,3,8,19,209999,179863.5
68,12,2005,3,8,20,209317,180160.625
69,12,2005,3,8,21,201057,173291.5625
70,12,2005,3,8,22,191107,161527.71875
71,12,2005,3,8,23,179196,149890.625
72,12,2005,3,9,0,171036,142704.375
73,12,2005,3,9,1,169419,140268.6875
74,12,2005,3,9,2,169875,155656.0625
75,12,2005,3,9,3,170606,158030.109375
76,12,2005,3,9,4,173740,162860.8125
77,12,2005,3,9,5,185887,176791.6875
78,12,2005,3,9,6,207815,198682.046875
79,12,2005,3,9,7,199324,191119.953125
80,12,2005,3,9,8,183323,160882.875
81,12,2005,3,9,9,173275,178428.03125
82,12,2005,3,9,10,165699,143450.484375
83,12,2005,3,9,11,158729,136776.765625
84,12,2005,3,9,12,152696,130448.6484375
85,12,2005,3,9,13,145878,126157.4609375
86,12,2005,3,9,14,141476,122608.921875
87,12,2005,3,9,15,140492,122295.2265625
88,12,2005,3,9,16,145957,130052.5234375
89,12,2005,3,9,17,159306,145850.78125
90,12,2005,3,9,18,179919,165682.0
91,12,2005,3,9,19,188747,175015.90625
92,12,2005,3,9,20,190087,173714.71875
93,12,2005,3,9,21,180811,166718.6875
94,12,2005,3,9,22,168738,154436.96875
95,12,2005,3,9,23,156158,149911.390625
96,12,2005,3,10,0,150930,142733.21875
97,12,2005,3,10,1,150122,140309.53125
98,12,2005,3,10,2,151926,155685.59375
99,12,2005,3,10,3,154979,158067.015625
100,12,2005,3,10,4,159792,162901.0625
101,12,2005,3,10,5,174812,176826.65625
102,12,2005,3,10,6,199673,198717.515625
103,12,2005,3,10,7,192259,191173.984375
104,12,2005,3,10,8,167694,169401.71875
105,12,2005,3,10,9,153455,141064.0
106,12,2005,3,10,10,144335,135823.4375
107,12,2005,3,10,11,134885,128089.2890625
108,12,2005,3,10,12,129490,122183.734375
109,12,2005,3,10,13,126490,116207.5703125
110,12,2005,3,10,14,122004,111697.8671875
111,12,2005,3,10,15,122262,112463.3203125
112,12,2005,3,10,16,131613,121011.578125
113,12,2005,3,10,17,145020,137190.34375
114,12,2005,3,10,18,168371,146227.953125
115,12,2005,3,10,19,179364,192457.625
116,12,2005,3,10,20,176792,189331.375
117,12,2005,3,10,21,168619,182984.46875
118,12,2005,3,10,22,155002,151050.125
119,12,2005,3,10,23,141501,111931.3359375
120,12,2005,3,11,0,132134,105645.015625
121,12,2005,3,11,1,128568,102115.0859375
122,12,2005,3,11,2,127252,102256.9765625
123,12,2005,3,11,3,126659,107667.265625
124,12,2005,3,11,4,129073,107209.3515625
125,12,2005,3,11,5,142156,119865.3203125
126,12,2005,3,11,6,168152,139826.203125
127,12,2005,3,11,7,163748,136620.140625
128,12,2005,3,11,8,143632,137005.046875
129,12,2005,3,11,9,128956,105899.7890625
130,12,2005,3,11,10,118933,112472.5234375
131,12,2005,3,11,11,111457,110182.9765625
132,12,2005,3,11,12,104344,109189.1875
133,12,2005,3,11,13,99663,106528.4609375
134,12,2005,3,11,14,98076,101374.8671875
135,12,2005,3,11,15,100505,91872.0078125
136,12,2005,3,11,16,111719,107536.546875
137,12,2005,3,11,17,124719,124855.28125
138,12,2005,3,11,18,137452,144908.21875
139,12,2005,3,11,19,140678,141420.984375
140,12,2005,3,11,20,138647,136707.484375
141,12,2005,3,11,21,134210,120891.3671875
142,12,2005,3,11,22,126878,129730.2421875
143,12,2005,3,11,23,117985,105324.421875
144,12,2005,3,12,0,112284,103363.2578125
145,12,2005,3,12,1,109761,116370.3671875
146,12,2005,3,12,2,110238,117149.5234375
147,12,2005,3,12,3,113305,117132.6875
148,12,2005,3,12,4,118503,104529.7265625
149,12,2005,3,12,5,126416,108377.2578125
150,12,2005,3,12,6,136374,137187.9375
151,12,2005,3,12,7,146016,143807.8125
152,12,2005,3,12,8,152041,166535.5
153,12,2005,3,12,9,150437,168374.0625
154,12,2005,3,12,10,144463,139811.875
155,12,2005,3,12,11,136146,132320.09375
156,12,2005,3,12,12,126585,118567.2734375
157,12,2005,3,12,13,117883,124362.8828125
158,12,2005,3,12,14,114050,107475.2890625
159,12,2005,3,12,15,113467,124670.3046875
160,12,2005,3,12,16,117198,127253.875
161,12,2005,3,12,17,126327,132257.28125
162,12,2005,3,12,18,139128,136794.1875
163,12,2005,3,12,19,144530,128594.9765625
164,12,2005,3,12,20,143305,142620.46875
165,12,2005,3,12,21,138892,139237.1875
166,12,2005,3,12,22,133184,119026.0234375
167,12,2005,3,12,23,124918,111589.1640625
168,12,2005,6,20,0,76539,78385.78125
169,12,2005,6,20,1,69534,72525.0390625
170,12,2005,6,20,2,66636,69568.078125
171,12,2005,6,20,3,65647,61503.859375
172,12,2005,6,20,4,66882,62995.78515625
173,12,2005,6,20,5,73194,71315.3203125
174,12,2005,6,20,6,86820,89418.4453125
175,12,2005,6,20,7,94198,95545.3828125
176,12,2005,6,20,8,95255,91019.1796875
177,12,2005,6,20,9,98033,91786.0234375
178,12,2005,6,20,10,100371,97473.0078125
179,12,2005,6,20,11,100999,98973.3671875
180,12,2005,6,20,12,100867,95804.8984375
181,12,2005,6,20,13,100226,97064.65625
182,12,2005,6,20,14,99580,92164.6171875
183,12,2005,6,20,15,101222,93228.0234375
184,12,2005,6,20,16,106311,115593.1640625
185,12,2005,6,20,17,113723,121374.8984375
186,12,2005,6,20,18,115405,114479.8515625
187,12,2005,6,20,19,114238,109993.3671875
188,12,2005,6,20,20,115713,126815.453125
189,12,2005,6,20,21,119331,112138.6015625
190,12,2005,6,20,22,105807,106555.359375
191,12,2005,6,20,23,88199,86144.8828125
192,12,2005,6,21,0,75141,69423.90625
193,12,2005,6,21,1,68647,63132.171875
194,12,2005,6,21,2,65978,60265.16796875
195,12,2005,6,21,3,64963,59488.59375
196,12,2005,6,21,4,66492,60872.18359375
197,12,2005,6,21,5,73300,68773.078125
198,12,2005,6,21,6,87149,87983.515625
199,12,2005,6,21,7,94243,95547.453125
200,12,2005,6,21,8,94806,99520.6796875
201,12,2005,6,21,9,98360,90258.2265625
202,12,2005,6,21,10,102794,133366.921875
203,12,2005,6,21,11,108140,117905.078125
204,12,2005,6,21,12,114336,129831.5078125
205,12,2005,6,21,13,120410,118024.15625
206,12,2005,6,21,14,127510,134666.375
207,12,2005,6,21,15,135384,136652.59375
208,12,2005,6,21,16,145257,189791.65625
209,12,2005,6,21,17,155327,139162.6875
210,12,2005,6,21,18,156269,139396.484375
211,12,2005,6,21,19,149330,152753.921875
212,12,2005,6,21,20,144123,120789.5234375
213,12,2005,6,21,21,145199,117797.3984375
214,12,2005,6,21,22,127500,118590.625
215,12,2005,6,21,23,105822,97794.5546875
216,12,2005,6,22,0,89189,81149.890625
217,12,2005,6,22,1,80049,63656.453125
218,12,2005,6,22,2,75633,87138.609375
219,12,2005,6,22,3,73744,81632.296875
220,12,2005,6,22,4,74450,80649.7265625
221,12,2005,6,22,5,81481,86887.34375
222,12,2005,6,22,6,95434,96970.796875
223,12,2005,6,22,7,106424,117477.7265625
224,12,2005,6,22,8,113200,128599.0703125
225,12,2005,6,22,9,121284,142730.28125
226,12,2005,6,22,10,127100,157467.640625
227,12,2005,6,22,11,134159,91165.125
228,12,2005,6,22,12,142162,97467.7265625
229,12,2005,6,22,13,143975,103789.703125
230,12,2005,6,22,14,144322,128648.4609375
231,12,2005,6,22,15,148608,115141.7578125
232,12,2005,6,22,16,163505,173762.4375
233,12,2005,6,22,17,177491,167906.890625
234,12,2005,6,22,18,178131,139411.90625
235,12,2005,6,22,19,168573,152793.3125
236,12,2005,6,22,20,149135,147091.5625
237,12,2005,6,22,21,135698,117799.9921875
238,12,2005,6,22,22,127072,125428.203125
239,12,2005,6,22,23,105219,103047.28125
240,12,2005,6,23,0,88188,89757.15625
241,12,2005,6,23,1,78592,73118.4765625
242,12,2005,6,23,2,74075,87149.8828125
243,12,2005,6,23,3,72090,77305.703125
244,12,2005,6,23,4,72331,77397.4296875
245,12,2005,6,23,5,78267,73799.3046875
246,12,2005,6,23,6,92540,82510.8671875
247,12,2005,6,23,7,103152,92441.6328125
248,12,2005,6,23,8,108895,113900.65625
249,12,2005,6,23,9,115345,90020.9609375
250,12,2005,6,23,10,121140,96361.078125
251,12,2005,6,23,11,127676,100313.1484375
252,12,2005,6,23,12,135273,116901.0234375
253,12,2005,6,23,13,140785,120236.5546875
254,12,2005,6,23,14,147332,99011.5546875
255,12,2005,6,23,15,154874,115169.6015625
256,12,2005,6,23,16,163184,151238.25
257,12,2005,6,23,17,169385,155718.8125
258,12,2005,6,23,18,160837,170411.40625
259,12,2005,6,23,19,154428,155368.0625
260,12,2005,6,23,20,146872,116153.9296875
261,12,2005,6,23,21,145939,117817.5546875
262,12,2005,6,23,22,129465,118630.5390625
263,12,2005,6,23,23,106378,103069.4609375
264,12,2005,6,24,0,89147,81174.9296875
265,12,2005,6,24,1,78962,67578.6015625
266,12,2005,6,24,2,73807,69645.3828125
267,12,2005,6,24,3,71718,61570.15625
268,12,2005,6,24,4,72204,58698.50390625
269,12,2005,6,24,5,78655,71310.9140625
270,12,2005,6,24,6,91400,89504.5
271,12,2005,6,24,7,100441,100833.5390625
272,12,2005,6,24,8,104477,82294.0390625
273,12,2005,6,24,9,113537,115577.4765625
274,12,2005,6,24,10,126873,136213.234375
275,12,2005,6,24,11,139500,143751.53125
276,12,2005,6,24,12,152275,151843.265625
277,12,2005,6,24,13,161532,170694.203125
278,12,2005,6,24,14,174265,144797.984375
279,12,2005,6,24,15,185991,158040.71875
280,12,2005,6,24,16,195272,165607.15625
