,zone,year,month,day,hour,actual,predicted_NN
0,8,2005,3,6,0,4091,4398.310546875
1,8,2005,3,6,1,3971,3892.303466796875
2,8,2005,3,6,2,3975,3938.846435546875
3,8,2005,3,6,3,3966,4017.995849609375
4,8,2005,3,6,4,4031,4243.216796875
5,8,2005,3,6,5,4158,3924.554443359375
6,8,2005,3,6,6,4394,4663.625
7,8,2005,3,6,7,4671,4578.8564453125
8,8,2005,3,6,8,4894,4271.8642578125
9,8,2005,3,6,9,4587,3996.001220703125
10,8,2005,3,6,10,4337,4181.7001953125
11,8,2005,3,6,11,4038,4149.32861328125
12,8,2005,3,6,12,3954,4052.235595703125
13,8,2005,3,6,13,3763,3290.641357421875
14,8,2005,3,6,14,3658,3171.975341796875
15,8,2005,3,6,15,3484,3165.191650390625
16,8,2005,3,6,16,3433,3282.950927734375
17,8,2005,3,6,17,3684,3312.925537109375
18,8,2005,3,6,18,3978,3602.011962890625
19,8,2005,3,6,19,4323,4078.57763671875
20,8,2005,3,6,20,4373,4102.09375
21,8,2005,3,6,21,4114,3713.021240234375
22,8,2005,3,6,22,3656,3496.2294921875
23,8,2005,3,6,23,3362,3284.458740234375
24,8,2005,3,7,0,3119,3153.5419921875
25,8,2005,3,7,1,3051,3176.876220703125
26,8,2005,3,7,2,3069,3181.903076171875
27,8,2005,3,7,3,3172,3239.717041015625
28,8,2005,3,7,4,3421,3355.951416015625
29,8,2005,3,7,5,3748,3778.456298828125
30,8,2005,3,7,6,4215,3931.461669921875
31,8,2005,3,7,7,4330,3690.0390625
32,8,2005,3,7,8,4095,3940.81494140625
33,8,2005,3,7,9,3777,3326.578857421875
34,8,2005,3,7,10,3614,3136.407958984375
35,8,2005,3,7,11,3418,3047.486572265625
36,8,2005,3,7,12,3244,2955.334716796875
37,8,2005,3,7,13,3069,2831.033935546875
38,8,2005,3,7,14,2939,2819.753662109375
39,8,2005,3,7,15,2983,2819.026611328125
40,8,2005,3,7,16,3122,2986.798583984375
41,8,2005,3,7,17,3517,3217.890380859375
42,8,2005,3,7,18,3845,3511.746337890625
43,8,2005,3,7,19,4001,3801.297607421875
44,8,2005,3,7,20,3804,3546.00244140625
45,8,2005,3,7,21,3650,3367.962158203125
46,8,2005,3,7,22,3260,3067.479248046875
47,8,2005,3,7,23,2866,2832.702392578125
48,8,2005,3,8,0,2653,2906.330078125
49,8,2005,3,8,1,2628,2862.830322265625
50,8,2005,3,8,2,2576,2860.298583984375
51,8,2005,3,8,3,2719,2925.962158203125
52,8,2005,3,8,4,3011,3136.845458984375
53,8,2005,3,8,5,3464,3377.708984375
54,8,2005,3,8,6,4044,3722.764892578125
55,8,2005,3,8,7,4363,3756.263916015625
56,8,2005,3,8,8,4271,3737.608642578125
57,8,2005,3,8,9,4414,4163.0400390625
58,8,2005,3,8,10,4445,4272.03466796875
59,8,2005,3,8,11,4416,4518.45458984375
60,8,2005,3,8,12,4299,4143.904296875
61,8,2005,3,8,13,3962,4026.3701171875
62,8,2005,3,8,14,3707,3984.51708984375
63,8,2005,3,8,15,4380,4016.25537109375
64,8,2005,3,8,16,4708,4503.478515625
65,8,2005,3,8,17,5128,4867.939453125
66,8,2005,3,8,18,5589,5123.81884765625
67,8,2005,3,8,19,5863,5238.9833984375
68,8,2005,3,8,20,5560,5255.8125
69,8,2005,3,8,21,5531,5166.671875
70,8,2005,3,8,22,5064,4882.44775390625
71,8,2005,3,8,23,4705,4646.8466796875
72,8,2005,3,9,0,4483,4488.75390625
73,8,2005,3,9,1,4430,4428.42041015625
74,8,2005,3,9,2,4424,4447.2578125
75,8,2005,3,9,3,4475,4525.53076171875
76,8,2005,3,9,4,4753,4683.46484375
77,8,2005,3,9,5,5083,4922.8154296875
78,8,2005,3,9,6,5469,5189.068359375
79,8,2005,3,9,7,5449,5247.5537109375
80,8,2005,3,9,8,5138,4979.689453125
81,8,2005,3,9,9,4755,4849.0400390625
82,8,2005,3,9,10,4566,4507.623046875
83,8,2005,3,9,11,4360,4286.2333984375
84,8,2005,3,9,12,4193,4156.8828125
85,8,2005,3,9,13,4124,4004.949951171875
86,8,2005,3,9,14,3962,3940.4462890625
87,8,2005,3,9,15,4058,3916.300048828125
88,8,2005,3,9,16,4412,4128.0400390625
89,8,2005,3,9,17,4905,4497.5498046875
90,8,2005,3,9,18,5425,4946.26171875
91,8,2005,3,9,19,5669,5163.4091796875
92,8,2005,3,9,20,5551,5188.650390625
93,8,2005,3,9,21,5266,5028.11279296875
94,8,2005,3,9,22,4889,4704.9541015625
95,8,2005,3,9,23,4490,4641.1572265625
96,8,2005,3,10,0,4333,4497.39453125
97,8,2005,3,10,1,4234,4438.41796875
98,8,2005,3,10,2,4174,4484.0908203125
99,8,2005,3,10,3,4286,4560.654296875
100,8,2005,3,10,4,4565,4153.19775390625
101,8,2005,3,10,5,4827,4924.5341796875
102,8,2005,3,10,6,5261,5167.33984375
103,8,2005,3,10,7,5285,5190.517578125
104,8,2005,3,10,8,4872,4874.1416015625
105,8,2005,3,10,9,4622,4402.0263671875
106,8,2005,3,10,10,4324,4207.39404296875
107,8,2005,3,10,11,4093,3994.8388671875
108,8,2005,3,10,12,3868,3793.398681640625
109,8,2005,3,10,13,3685,3659.869384765625
110,8,2005,3,10,14,3590,3693.056396484375
111,8,2005,3,10,15,3622,3847.404052734375
112,8,2005,3,10,16,3918,4015.725341796875
113,8,2005,3,10,17,4380,4278.15087890625
114,8,2005,3,10,18,4799,4550.61767578125
115,8,2005,3,10,19,5030,4684.384765625
116,8,2005,3,10,20,4960,4595.79736328125
117,8,2005,3,10,21,4661,4496.087890625
118,8,2005,3,10,22,4321,4150.49365234375
119,8,2005,3,10,23,3914,3822.870361328125
120,8,2005,3,11,0,3779,3704.083740234375
121,8,2005,3,11,1,3648,3819.562255859375
122,8,2005,3,11,2,3642,3847.939453125
123,8,2005,3,11,3,3715,3955.250244140625
124,8,2005,3,11,4,3989,4100.8876953125
125,8,2005,3,11,5,4319,4279.55029296875
126,8,2005,3,11,6,4659,4441.142578125
127,8,2005,3,11,7,4695,4385.59521484375
128,8,2005,3,11,8,4327,4155.73974609375
129,8,2005,3,11,9,4081,4267.46337890625
130,8,2005,3,11,10,3943,3659.3134765625
131,8,2005,3,11,11,3811,3509.396240234375
132,8,2005,3,11,12,3720,3263.4365234375
133,8,2005,3,11,13,3514,3319.024169921875
134,8,2005,3,11,14,3506,4048.407470703125
135,8,2005,3,11,15,3572,3746.7470703125
136,8,2005,3,11,16,3961,3864.830322265625
137,8,2005,3,11,17,4235,3875.456787109375
138,8,2005,3,11,18,4535,4300.958984375
139,8,2005,3,11,19,4717,4471.9287109375
140,8,2005,3,11,20,4639,4338.17236328125
141,8,2005,3,11,21,4597,3892.989013671875
142,8,2005,3,11,22,4314,3774.2099609375
143,8,2005,3,11,23,4148,3647.019775390625
144,8,2005,3,12,0,3932,3585.190185546875
145,8,2005,3,12,1,3840,3538.512939453125
146,8,2005,3,12,2,3831,3617.401123046875
147,8,2005,3,12,3,3876,3712.712646484375
148,8,2005,3,12,4,4077,4193.4814453125
149,8,2005,3,12,5,4324,4800.9482421875
150,8,2005,3,12,6,4619,5054.44482421875
151,8,2005,3,12,7,4931,4492.1005859375
152,8,2005,3,12,8,5049,4253.3564453125
153,8,2005,3,12,9,4939,4165.41796875
154,8,2005,3,12,10,4672,3979.525634765625
155,8,2005,3,12,11,4599,3750.931884765625
156,8,2005,3,12,12,4549,3696.92236328125
157,8,2005,3,12,13,4423,3495.622314453125
158,8,2005,3,12,14,4236,3653.056640625
159,8,2005,3,12,15,4371,3707.952880859375
160,8,2005,3,12,16,4468,3837.360595703125
161,8,2005,3,12,17,4603,3673.825927734375
162,8,2005,3,12,18,4669,4086.398681640625
163,8,2005,3,12,19,4860,4273.5986328125
164,8,2005,3,12,20,4608,4190.21826171875
165,8,2005,3,12,21,4536,4240.708984375
166,8,2005,3,12,22,4227,3881.31591796875
167,8,2005,3,12,23,3941,3503.519775390625
168,8,2005,6,20,0,2141,2311.776611328125
169,8,2005,6,20,1,1979,2236.51416015625
170,8,2005,6,20,2,1939,2186.47119140625
171,8,2005,6,20,3,1951,2247.925537109375
172,8,2005,6,20,4,2009,2362.03759765625
173,8,2005,6,20,5,2142,2652.368896484375
174,8,2005,6,20,6,2320,2994.486572265625
175,8,2005,6,20,7,2664,3120.2255859375
176,8,2005,6,20,8,2796,2982.318115234375
177,8,2005,6,20,9,2954,3258.811279296875
178,8,2005,6,20,10,3056,3334.168212890625
179,8,2005,6,20,11,3270,3424.106689453125
180,8,2005,6,20,12,3340,3046.432373046875
181,8,2005,6,20,13,3245,3060.415771484375
182,8,2005,6,20,14,3286,3048.65185546875
183,8,2005,6,20,15,3316,3153.983154296875
184,8,2005,6,20,16,3370,3282.849853515625
185,8,2005,6,20,17,3475,3363.787353515625
186,8,2005,6,20,18,3512,3376.50634765625
187,8,2005,6,20,19,3437,3264.799072265625
188,8,2005,6,20,20,3452,3386.671875
189,8,2005,6,20,21,3485,3326.331787109375
190,8,2005,6,20,22,2984,3056.680419921875
191,8,2005,6,20,23,2437,2541.567626953125
192,8,2005,6,21,0,2061,2218.415771484375
193,8,2005,6,21,1,1931,2117.69873046875
194,8,2005,6,21,2,1887,2106.116943359375
195,8,2005,6,21,3,1979,2166.67431640625
196,8,2005,6,21,4,2047,2356.401611328125
197,8,2005,6,21,5,2281,2667.882568359375
198,8,2005,6,21,6,2467,3037.378662109375
199,8,2005,6,21,7,2644,3156.68359375
200,8,2005,6,21,8,2744,3136.173828125
201,8,2005,6,21,9,2924,2822.2958984375
202,8,2005,6,21,10,3085,3101.45068359375
203,8,2005,6,21,11,3290,3455.3876953125
204,8,2005,6,21,12,3494,3580.26318359375
205,8,2005,6,21,13,3577,3602.446044921875
206,8,2005,6,21,14,3697,3663.718994140625
207,8,2005,6,21,15,3939,3720.222412109375
208,8,2005,6,21,16,4127,3478.663330078125
209,8,2005,6,21,17,4300,3537.262451171875
210,8,2005,6,21,18,4308,4790.09375
211,8,2005,6,21,19,4150,4060.46337890625
212,8,2005,6,21,20,3943,3593.7431640625
213,8,2005,6,21,21,3841,3573.10400390625
214,8,2005,6,21,22,3354,3380.16064453125
215,8,2005,6,21,23,2692,2972.816650390625
216,8,2005,6,22,0,2291,2616.716064453125
217,8,2005,6,22,1,2148,2226.03076171875
218,8,2005,6,22,2,2091,2167.439208984375
219,8,2005,6,22,3,2095,2226.5537109375
220,8,2005,6,22,4,2174,2539.645263671875
221,8,2005,6,22,5,2433,2708.06689453125
222,8,2005,6,22,6,2662,2876.20654296875
223,8,2005,6,22,7,2799,3087.666015625
224,8,2005,6,22,8,2854,3420.287109375
225,8,2005,6,22,9,2824,3703.491455078125
226,8,2005,6,22,10,2891,3952.98193359375
227,8,2005,6,22,11,3024,4458.63134765625
228,8,2005,6,22,12,3141,3633.616943359375
229,8,2005,6,22,13,3156,3645.374267578125
230,8,2005,6,22,14,3340,3675.83203125
231,8,2005,6,22,15,3716,4123.6123046875
232,8,2005,6,22,16,4019,4582.61376953125
233,8,2005,6,22,17,4002,4213.29931640625
234,8,2005,6,22,18,3946,4805.85791015625
235,8,2005,6,22,19,3828,4076.38818359375
236,8,2005,6,22,20,3716,3615.112060546875
237,8,2005,6,22,21,3604,3597.248046875
238,8,2005,6,22,22,3114,3414.872314453125
239,8,2005,6,22,23,2543,2690.525390625
240,8,2005,6,23,0,2186,2394.365966796875
241,8,2005,6,23,1,2083,2272.349853515625
242,8,2005,6,23,2,2034,2225.40673828125
243,8,2005,6,23,3,1987,2262.31689453125
244,8,2005,6,23,4,2092,2271.413330078125
245,8,2005,6,23,5,2358,2493.844970703125
246,8,2005,6,23,6,2547,2445.579833984375
247,8,2005,6,23,7,2692,2897.183837890625
248,8,2005,6,23,8,2768,2938.905029296875
249,8,2005,6,23,9,2897,3211.389892578125
250,8,2005,6,23,10,3097,3396.9453125
251,8,2005,6,23,11,3378,3495.10205078125
252,8,2005,6,23,12,3554,3612.260498046875
253,8,2005,6,23,13,3853,3632.592041015625
254,8,2005,6,23,14,4173,4768.5615234375
255,8,2005,6,23,15,4304,4127.43212890625
256,8,2005,6,23,16,4648,4164.4814453125
257,8,2005,6,23,17,4815,3551.696044921875
258,8,2005,6,23,18,4752,3920.812744140625
259,8,2005,6,23,19,4529,4853.322265625
260,8,2005,6,23,20,4204,3615.756591796875
261,8,2005,6,23,21,4084,3340.331298828125
262,8,2005,6,23,22,3554,3069.274658203125
