,zone,year,month,day,hour,actual,predicted_NN
0,19,2005,3,6,0,102241,79894.828125
1,19,2005,3,6,1,101374,79112.3359375
2,19,2005,3,6,2,102301,69419.7734375
3,19,2005,3,6,3,103843,71718.734375
4,19,2005,3,6,4,106160,76579.203125
5,19,2005,3,6,5,100528,73173.0
6,19,2005,3,6,6,105630,78654.265625
7,19,2005,3,6,7,113475,91566.0234375
8,19,2005,3,6,8,111577,97673.0078125
9,19,2005,3,6,9,101279,98519.59375
10,19,2005,3,6,10,87546,84922.34375
11,19,2005,3,6,11,77839,73654.890625
12,19,2005,3,6,12,73017,70476.7578125
13,19,2005,3,6,13,68131,67881.2421875
14,19,2005,3,6,14,63229,64860.0546875
15,19,2005,3,6,15,60627,62288.04296875
16,19,2005,3,6,16,60876,55610.89453125
17,19,2005,3,6,17,65156,59986.42578125
18,19,2005,3,6,18,76905,68643.2109375
19,19,2005,3,6,19,83991,75610.4765625
20,19,2005,3,6,20,83117,71093.515625
21,19,2005,3,6,21,78293,67461.328125
22,19,2005,3,6,22,77492,62600.72265625
23,19,2005,3,6,23,71592,64538.60546875
24,19,2005,3,7,0,67988,56113.22265625
25,19,2005,3,7,1,67045,48126.02734375
26,19,2005,3,7,2,67514,48307.94140625
27,19,2005,3,7,3,70274,49568.31640625
28,19,2005,3,7,4,75142,53171.390625
29,19,2005,3,7,5,80784,72205.8125
30,19,2005,3,7,6,97762,80526.5078125
31,19,2005,3,7,7,94491,79427.9453125
32,19,2005,3,7,8,80542,75133.0859375
33,19,2005,3,7,9,71272,69392.375
34,19,2005,3,7,10,64480,64196.109375
35,19,2005,3,7,11,59496,67123.59375
36,19,2005,3,7,12,55000,54183.8125
37,19,2005,3,7,13,53052,60720.703125
38,19,2005,3,7,14,49369,54985.19921875
39,19,2005,3,7,15,48786,57408.09375
40,19,2005,3,7,16,52249,59627.45703125
41,19,2005,3,7,17,58034,64851.390625
42,19,2005,3,7,18,69801,64473.76171875
43,19,2005,3,7,19,75415,68932.390625
44,19,2005,3,7,20,72424,79922.390625
45,19,2005,3,7,21,66338,73129.953125
46,19,2005,3,7,22,63215,64055.890625
47,19,2005,3,7,23,54418,54370.52734375
48,19,2005,3,8,0,49133,49565.046875
49,19,2005,3,8,1,47973,47916.32421875
50,19,2005,3,8,2,47486,53965.01953125
51,19,2005,3,8,3,48546,42135.04296875
52,19,2005,3,8,4,52366,45270.0390625
53,19,2005,3,8,5,57901,63446.56640625
54,19,2005,3,8,6,74490,64829.22265625
55,19,2005,3,8,7,75227,72820.5625
56,19,2005,3,8,8,70187,64401.875
57,19,2005,3,8,9,71397,67822.53125
58,19,2005,3,8,10,75165,73609.5625
59,19,2005,3,8,11,78738,71565.828125
60,19,2005,3,8,12,78924,90150.2890625
61,19,2005,3,8,13,75865,91320.84375
62,19,2005,3,8,14,72186,66294.140625
63,19,2005,3,8,15,72654,65256.66796875
64,19,2005,3,8,16,78988,78223.0390625
65,19,2005,3,8,17,89733,88684.4921875
66,19,2005,3,8,18,106556,102428.4140625
67,19,2005,3,8,19,113980,106849.09375
68,19,2005,3,8,20,112996,105806.9375
69,19,2005,3,8,21,108423,102435.84375
70,19,2005,3,8,22,110202,103894.546875
71,19,2005,3,8,23,102994,97407.7265625
72,19,2005,3,9,0,99593,94310.9609375
73,19,2005,3,9,1,99485,93983.625
74,19,2005,3,9,2,101345,91280.484375
75,19,2005,3,9,3,104125,95715.2265625
76,19,2005,3,9,4,110347,103054.78125
77,19,2005,3,9,5,113131,116904.9296875
78,19,2005,3,9,6,130525,122375.953125
79,19,2005,3,9,7,124185,115762.71875
80,19,2005,3,9,8,106602,101997.03125
81,19,2005,3,9,9,95353,100257.578125
82,19,2005,3,9,10,88718,86598.9609375
83,19,2005,3,9,11,82170,80613.046875
84,19,2005,3,9,12,76307,81457.3515625
85,19,2005,3,9,13,72518,71177.9609375
86,19,2005,3,9,14,68529,68569.296875
87,19,2005,3,9,15,68327,68198.5
88,19,2005,3,9,16,72832,71977.1171875
89,19,2005,3,9,17,81732,80909.796875
90,19,2005,3,9,18,97543,95659.71875
91,19,2005,3,9,19,106716,102829.90625
92,19,2005,3,9,20,108248,104050.2734375
93,19,2005,3,9,21,104384,100313.1484375
94,19,2005,3,9,22,105652,103163.5703125
95,19,2005,3,9,23,96627,97396.3125
96,19,2005,3,10,0,92090,94321.171875
97,19,2005,3,10,1,91597,94005.890625
98,19,2005,3,10,2,92521,91292.90625
99,19,2005,3,10,3,94992,95732.7578125
100,19,2005,3,10,4,101843,103092.578125
101,19,2005,3,10,5,106593,116943.390625
