,zone,year,month,day,hour,actual,predicted_NN
0,18,2005,3,6,0,268789,227105.84375
1,18,2005,3,6,1,267273,227113.984375
2,18,2005,3,6,2,271000,194429.90625
3,18,2005,3,6,3,276001,196091.65625
4,18,2005,3,6,4,284299,209001.421875
5,18,2005,3,6,5,279620,203387.734375
6,18,2005,3,6,6,293992,215410.609375
7,18,2005,3,6,7,308190,238028.171875
8,18,2005,3,6,8,297664,273833.375
9,18,2005,3,6,9,270675,251968.765625
10,18,2005,3,6,10,244295,214071.828125
11,18,2005,3,6,11,229976,201136.40625
12,18,2005,3,6,12,211226,184386.0625
13,18,2005,3,6,13,195589,176790.296875
14,18,2005,3,6,14,182578,168488.65625
15,18,2005,3,6,15,175736,162620.03125
16,18,2005,3,6,16,177619,148008.171875
17,18,2005,3,6,17,188512,159316.28125
18,18,2005,3,6,18,217287,182119.828125
19,18,2005,3,6,19,231498,193259.078125
20,18,2005,3,6,20,226142,180474.6875
21,18,2005,3,6,21,213976,171370.625
22,18,2005,3,6,22,206179,157911.15625
23,18,2005,3,6,23,189176,164521.59375
24,18,2005,3,7,0,180359,147220.296875
25,18,2005,3,7,1,178949,116014.1953125
26,18,2005,3,7,2,181002,116448.328125
27,18,2005,3,7,3,186543,120939.03125
28,18,2005,3,7,4,197991,132823.984375
29,18,2005,3,7,5,210116,175291.75
30,18,2005,3,7,6,245616,205440.546875
31,18,2005,3,7,7,241132,226420.703125
32,18,2005,3,7,8,216765,196006.625
33,18,2005,3,7,9,198494,186431.828125
34,18,2005,3,7,10,182489,175044.5
35,18,2005,3,7,11,169314,173488.59375
36,18,2005,3,7,12,159218,139547.09375
37,18,2005,3,7,13,153831,156328.671875
38,18,2005,3,7,14,149145,146212.96875
39,18,2005,3,7,15,148672,155138.5
40,18,2005,3,7,16,155687,159514.4375
41,18,2005,3,7,17,166056,168491.453125
42,18,2005,3,7,18,196940,179667.640625
43,18,2005,3,7,19,210861,192598.375
44,18,2005,3,7,20,201531,206782.84375
45,18,2005,3,7,21,185429,185404.46875
46,18,2005,3,7,22,171142,160318.109375
47,18,2005,3,7,23,148981,136879.375
48,18,2005,3,8,0,135206,123941.2734375
49,18,2005,3,8,1,129166,116949.34375
50,18,2005,3,8,2,127758,144620.53125
51,18,2005,3,8,3,128967,99975.984375
52,18,2005,3,8,4,138411,110066.671875
53,18,2005,3,8,5,154315,142970.125
54,18,2005,3,8,6,193634,175982.8125
55,18,2005,3,8,7,203999,191604.5
56,18,2005,3,8,8,205447,172875.046875
57,18,2005,3,8,9,221396,174788.796875
58,18,2005,3,8,10,235964,189270.671875
59,18,2005,3,8,11,256316,205071.046875
60,18,2005,3,8,12,259688,252599.046875
61,18,2005,3,8,13,247405,256428.796875
62,18,2005,3,8,14,232903,215206.140625
63,18,2005,3,8,15,227206,212073.46875
64,18,2005,3,8,16,238611,215522.703125
65,18,2005,3,8,17,265791,243261.09375
66,18,2005,3,8,18,307334,278721.0
67,18,2005,3,8,19,323843,290853.0625
68,18,2005,3,8,20,319243,287603.15625
69,18,2005,3,8,21,307470,275450.25
70,18,2005,3,8,22,302875,271939.96875
71,18,2005,3,8,23,286245,255403.875
72,18,2005,3,9,0,278780,248300.921875
73,18,2005,3,9,1,274807,248912.90625
74,18,2005,3,9,2,281424,262975.875
75,18,2005,3,9,3,289787,276194.03125
76,18,2005,3,9,4,308227,297004.28125
77,18,2005,3,9,5,320721,328881.53125
78,18,2005,3,9,6,343761,330178.65625
79,18,2005,3,9,7,328743,318765.75
80,18,2005,3,9,8,331228,297492.71875
81,18,2005,3,9,9,277393,294964.90625
82,18,2005,3,9,10,254187,234035.421875
83,18,2005,3,9,11,238890,220015.203125
84,18,2005,3,9,12,222642,207571.3125
85,18,2005,3,9,13,210956,195056.625
86,18,2005,3,9,14,200645,187133.109375
87,18,2005,3,9,15,196866,185623.578125
88,18,2005,3,9,16,206927,193887.859375
89,18,2005,3,9,17,229763,215380.109375
90,18,2005,3,9,18,272539,254412.03125
91,18,2005,3,9,19,295016,273149.65625
92,18,2005,3,9,20,297085,276713.0625
93,18,2005,3,9,21,287746,269312.78125
94,18,2005,3,9,22,286199,267937.5625
95,18,2005,3,9,23,270073,255425.765625
96,18,2005,3,10,0,265894,248350.46875
97,18,2005,3,10,1,267887,248984.875
98,18,2005,3,10,2,273393,263041.875
99,18,2005,3,10,3,283379,276265.9375
100,18,2005,3,10,4,300240,297085.59375
101,18,2005,3,10,5,316653,328955.34375
102,18,2005,3,10,6,358090,330244.84375
103,18,2005,3,10,7,343488,318839.375
104,18,2005,3,10,8,296118,332571.40625
105,18,2005,3,10,9,263249,262101.28125
106,18,2005,3,10,10,238886,223450.09375
107,18,2005,3,10,11,221415,202417.3125
108,18,2005,3,10,12,207276,185297.609375
109,18,2005,3,10,13,195886,175538.5
110,18,2005,3,10,14,187542,169471.609375
111,18,2005,3,10,15,188764,196165.09375
112,18,2005,3,10,16,201323,187166.171875
113,18,2005,3,10,17,218512,204059.5625
114,18,2005,3,10,18,254505,236481.375
115,18,2005,3,10,19,275909,260461.609375
116,18,2005,3,10,20,273833,282074.4375
117,18,2005,3,10,21,259701,275758.3125
118,18,2005,3,10,22,251735,273376.40625
119,18,2005,3,10,23,231070,187139.109375
120,18,2005,3,11,0,221017,177881.828125
121,18,2005,3,11,1,219877,187340.984375
122,18,2005,3,11,2,226040,189153.59375
123,18,2005,3,11,3,238060,193519.375
124,18,2005,3,11,4,255540,202910.578125
125,18,2005,3,11,5,272730,220583.234375
126,18,2005,3,11,6,312700,251442.875
127,18,2005,3,11,7,303006,235456.765625
128,18,2005,3,11,8,261782,222111.46875
129,18,2005,3,11,9,230331,177536.65625
130,18,2005,3,11,10,211216,187174.171875
131,18,2005,3,11,11,197573,191576.28125
132,18,2005,3,11,12,190258,172638.25
133,18,2005,3,11,13,184037,169690.125
134,18,2005,3,11,14,181867,164823.21875
135,18,2005,3,11,15,179595,164048.03125
136,18,2005,3,11,16,192306,193135.625
137,18,2005,3,11,17,206573,192065.609375
138,18,2005,3,11,18,231747,205130.921875
139,18,2005,3,11,19,240239,217089.53125
140,18,2005,3,11,20,234419,244173.3125
141,18,2005,3,11,21,225864,184496.328125
142,18,2005,3,11,22,227276,186832.859375
143,18,2005,3,11,23,215671,175017.3125
144,18,2005,3,12,0,208645,178326.765625
145,18,2005,3,12,1,209835,185097.171875
146,18,2005,3,12,2,215461,189853.421875
147,18,2005,3,12,3,224119,198348.078125
148,18,2005,3,12,4,237188,220834.625
149,18,2005,3,12,5,240937,235361.703125
150,18,2005,3,12,6,259721,247082.625
151,18,2005,3,12,7,276495,255383.828125
152,18,2005,3,12,8,284480,287208.3125
153,18,2005,3,12,9,279543,271184.6875
154,18,2005,3,12,10,254275,251183.03125
155,18,2005,3,12,11,229933,206057.15625
156,18,2005,3,12,12,208050,171577.375
157,18,2005,3,12,13,193315,178645.46875
158,18,2005,3,12,14,184444,159949.84375
159,18,2005,3,12,15,183085,169071.28125
160,18,2005,3,12,16,184979,173247.046875
161,18,2005,3,12,17,194258,171077.546875
162,18,2005,3,12,18,219505,186631.875
163,18,2005,3,12,19,228855,207968.671875
164,18,2005,3,12,20,226501,214644.21875
165,18,2005,3,12,21,220323,212728.484375
166,18,2005,3,12,22,224135,187984.3125
167,18,2005,3,12,23,212109,178017.171875
168,18,2005,6,20,0,138243,139943.296875
169,18,2005,6,20,1,124645,126614.2890625
170,18,2005,6,20,2,118096,118845.6875
171,18,2005,6,20,3,115405,98364.6875
172,18,2005,6,20,4,118626,103873.2265625
173,18,2005,6,20,5,131054,121640.75
174,18,2005,6,20,6,150775,151972.296875
175,18,2005,6,20,7,162065,159634.59375
176,18,2005,6,20,8,166030,158800.765625
177,18,2005,6,20,9,170633,158213.625
178,18,2005,6,20,10,178068,166375.953125
179,18,2005,6,20,11,184106,167590.515625
180,18,2005,6,20,12,186059,173066.484375
181,18,2005,6,20,13,193567,169708.59375
182,18,2005,6,20,14,161313,147848.21875
183,18,2005,6,20,15,166844,152240.984375
184,18,2005,6,20,16,176385,170386.578125
