,zone,year,month,day,hour,actual,predicted_NN
0,20,2005,3,6,0,89800,110108.84375
1,20,2005,3,6,1,88325,96683.2265625
2,20,2005,3,6,2,87680,93942.3671875
3,20,2005,3,6,3,87966,96529.8984375
4,20,2005,3,6,4,88730,101173.109375
5,20,2005,3,6,5,86399,85029.7890625
6,20,2005,3,6,6,92338,117234.2890625
7,20,2005,3,6,7,98655,118069.3828125
8,20,2005,3,6,8,100484,103731.3984375
9,20,2005,3,6,9,96507,100282.9296875
10,20,2005,3,6,10,89931,100581.046875
11,20,2005,3,6,11,85395,97572.7109375
12,20,2005,3,6,12,83377,90674.1796875
13,20,2005,3,6,13,80236,80908.015625
14,20,2005,3,6,14,77604,79310.1953125
15,20,2005,3,6,15,76258,78731.8828125
16,20,2005,3,6,16,76585,79930.59375
17,20,2005,3,6,17,80482,80947.0703125
18,20,2005,3,6,18,88788,86223.609375
19,20,2005,3,6,19,93361,92879.0546875
20,20,2005,3,6,20,92103,92714.296875
21,20,2005,3,6,21,88080,84722.1953125
22,20,2005,3,6,22,85018,83256.5078125
23,20,2005,3,6,23,78051,76556.65625
24,20,2005,3,7,0,74145,72632.9609375
25,20,2005,3,7,1,72844,72114.0078125
26,20,2005,3,7,2,73426,74739.9921875
27,20,2005,3,7,3,76019,74539.0078125
28,20,2005,3,7,4,80167,76237.7734375
29,20,2005,3,7,5,85073,88134.2265625
30,20,2005,3,7,6,101577,97112.8125
31,20,2005,3,7,7,104493,86822.796875
32,20,2005,3,7,8,96524,89660.890625
33,20,2005,3,7,9,90547,88449.0703125
34,20,2005,3,7,10,86236,84538.7421875
35,20,2005,3,7,11,84017,81667.5390625
36,20,2005,3,7,12,81790,80026.5078125
37,20,2005,3,7,13,79598,78223.3203125
38,20,2005,3,7,14,78375,77581.5546875
39,20,2005,3,7,15,77796,77265.8359375
40,20,2005,3,7,16,79489,79233.375
41,20,2005,3,7,17,85056,82157.09375
42,20,2005,3,7,18,93270,88692.9140625
43,20,2005,3,7,19,95000,96082.5234375
44,20,2005,3,7,20,91947,94212.5703125
45,20,2005,3,7,21,87088,88880.0390625
46,20,2005,3,7,22,82650,84557.875
47,20,2005,3,7,23,74731,76576.9296875
48,20,2005,3,8,0,68962,78606.3359375
49,20,2005,3,8,1,67050,76198.703125
50,20,2005,3,8,2,65980,75015.8984375
51,20,2005,3,8,3,66988,75509.9296875
52,20,2005,3,8,4,70171,78396.6953125
53,20,2005,3,8,5,76001,82195.5859375
54,20,2005,3,8,6,93007,94890.8125
55,20,2005,3,8,7,101491,98374.5859375
56,20,2005,3,8,8,99607,93968.90625
57,20,2005,3,8,9,102096,89571.578125
58,20,2005,3,8,10,101886,100947.1953125
59,20,2005,3,8,11,103445,106324.7109375
60,20,2005,3,8,12,101649,101000.4453125
61,20,2005,3,8,13,98895,98225.4140625
62,20,2005,3,8,14,98216,96487.0859375
63,20,2005,3,8,15,98884,95784.7734375
64,20,2005,3,8,16,103677,110076.6328125
65,20,2005,3,8,17,114067,118795.390625
66,20,2005,3,8,18,130304,124812.734375
67,20,2005,3,8,19,129910,125645.0859375
68,20,2005,3,8,20,128087,125974.5546875
69,20,2005,3,8,21,123824,124457.4765625
70,20,2005,3,8,22,121747,121716.5625
71,20,2005,3,8,23,112645,114686.3359375
72,20,2005,3,9,0,107707,110424.0546875
73,20,2005,3,9,1,106333,109041.734375
74,20,2005,3,9,2,104362,108940.0703125
75,20,2005,3,9,3,105865,110033.546875
76,20,2005,3,9,4,109549,114159.1640625
77,20,2005,3,9,5,112097,116967.0390625
78,20,2005,3,9,6,124800,128876.359375
79,20,2005,3,9,7,125890,128165.71875
80,20,2005,3,9,8,118153,119763.0234375
81,20,2005,3,9,9,110274,116280.9140625
82,20,2005,3,9,10,105723,108852.9921875
83,20,2005,3,9,11,102037,104236.3046875
84,20,2005,3,9,12,98828,100984.21875
85,20,2005,3,9,13,95467,98157.8125
86,20,2005,3,9,14,92834,96404.7109375
87,20,2005,3,9,15,91697,95629.453125
88,20,2005,3,9,16,94432,98834.9609375
