,zone,year,month,day,hour,actual,predicted_NN
0,17,2005,3,6,0,36845,31147.63671875
1,17,2005,3,6,1,36745,31443.359375
2,17,2005,3,6,2,37248,28176.029296875
3,17,2005,3,6,3,37825,28125.79296875
4,17,2005,3,6,4,38986,30619.841796875
5,17,2005,3,6,5,39069,29256.83203125
6,17,2005,3,6,6,41571,30615.517578125
7,17,2005,3,6,7,43663,33877.9375
8,17,2005,3,6,8,42086,38706.6171875
9,17,2005,3,6,9,38372,33777.87890625
10,17,2005,3,6,10,34226,29604.34765625
11,17,2005,3,6,11,30815,27068.04296875
12,17,2005,3,6,12,28918,29000.50390625
13,17,2005,3,6,13,27543,28225.232421875
14,17,2005,3,6,14,26261,27821.58203125
15,17,2005,3,6,15,25267,27190.037109375
16,17,2005,3,6,16,25420,22541.921875
17,17,2005,3,6,17,26961,23360.87109375
18,17,2005,3,6,18,30660,25884.27734375
19,17,2005,3,6,19,32524,27419.8125
20,17,2005,3,6,20,32431,26179.8515625
21,17,2005,3,6,21,31223,25763.94140625
22,17,2005,3,6,22,30289,24235.86328125
23,17,2005,3,6,23,28477,23972.349609375
24,17,2005,3,7,0,27518,24183.94921875
25,17,2005,3,7,1,27269,21886.787109375
26,17,2005,3,7,2,27823,21730.85546875
27,17,2005,3,7,3,28445,22160.056640625
28,17,2005,3,7,4,30498,23329.90625
29,17,2005,3,7,5,33716,28632.375
30,17,2005,3,7,6,39079,31506.919921875
31,17,2005,3,7,7,36540,35415.69140625
32,17,2005,3,7,8,32626,28869.94921875
33,17,2005,3,7,9,30838,32095.376953125
34,17,2005,3,7,10,28678,30630.9296875
35,17,2005,3,7,11,27277,28954.87890625
36,17,2005,3,7,12,26136,24800.6171875
37,17,2005,3,7,13,25293,26857.537109375
38,17,2005,3,7,14,24421,25265.54296875
39,17,2005,3,7,15,24249,26547.140625
40,17,2005,3,7,16,25520,26966.06640625
41,17,2005,3,7,17,26729,27805.1328125
42,17,2005,3,7,18,30264,28913.302734375
43,17,2005,3,7,19,31446,30335.66015625
44,17,2005,3,7,20,30746,32388.154296875
45,17,2005,3,7,21,29238,30818.42578125
46,17,2005,3,7,22,27392,28377.88671875
47,17,2005,3,7,23,24671,25428.96875
48,17,2005,3,8,0,22370,23727.076171875
49,17,2005,3,8,1,21249,23200.8984375
50,17,2005,3,8,2,20962,23946.484375
51,17,2005,3,8,3,21130,19467.525390625
52,17,2005,3,8,4,22373,20676.767578125
53,17,2005,3,8,5,25437,25272.46484375
54,17,2005,3,8,6,30428,25401.1796875
55,17,2005,3,8,7,30117,28119.32421875
56,17,2005,3,8,8,29157,26168.2265625
57,17,2005,3,8,9,27805,27353.13671875
58,17,2005,3,8,10,29449,28382.6640625
59,17,2005,3,8,11,31560,28073.763671875
60,17,2005,3,8,12,33922,34764.04296875
61,17,2005,3,8,13,34461,35260.4609375
62,17,2005,3,8,14,32811,30864.7421875
63,17,2005,3,8,15,31878,30644.888671875
64,17,2005,3,8,16,33245,31083.775390625
65,17,2005,3,8,17,36132,33950.4453125
66,17,2005,3,8,18,40763,37861.8203125
67,17,2005,3,8,19,42377,39161.125
68,17,2005,3,8,20,42143,39842.19921875
69,17,2005,3,8,21,41190,39243.5859375
70,17,2005,3,8,22,40091,38518.96484375
71,17,2005,3,8,23,37965,36532.8671875
72,17,2005,3,9,0,37744,35241.296875
73,17,2005,3,9,1,37663,35133.16015625
74,17,2005,3,9,2,37507,38030.15234375
75,17,2005,3,9,3,38675,38913.625
76,17,2005,3,9,4,40999,40859.76953125
77,17,2005,3,9,5,43627,45641.6953125
78,17,2005,3,9,6,48205,48617.98828125
79,17,2005,3,9,7,45482,46256.19921875
80,17,2005,3,9,8,40840,39175.44140625
81,17,2005,3,9,9,36918,38549.98828125
82,17,2005,3,9,10,34943,34054.48046875
83,17,2005,3,9,11,33426,32241.17578125
84,17,2005,3,9,12,32114,32800.8046875
85,17,2005,3,9,13,30463,29501.07421875
86,17,2005,3,9,14,29883,28450.21875
87,17,2005,3,9,15,29426,28399.25
88,17,2005,3,9,16,30662,29593.43359375
89,17,2005,3,9,17,33580,31171.77734375
90,17,2005,3,9,18,38773,35262.125
91,17,2005,3,9,19,41339,37583.37890625
92,17,2005,3,9,20,42049,38439.84765625
93,17,2005,3,9,21,41406,38015.97265625
94,17,2005,3,9,22,40635,37610.6796875
95,17,2005,3,9,23,38372,36549.74609375
96,17,2005,3,10,0,37130,35249.60546875
97,17,2005,3,10,1,36095,35130.5
98,17,2005,3,10,2,36177,38019.83984375
99,17,2005,3,10,3,36093,38898.54296875
100,17,2005,3,10,4,37828,40842.42578125
101,17,2005,3,10,5,40627,45609.28515625
102,17,2005,3,10,6,45922,48587.97265625
103,17,2005,3,10,7,43985,46213.55859375
104,17,2005,3,10,8,38879,41801.53125
105,17,2005,3,10,9,35365,35062.00390625
106,17,2005,3,10,10,33223,32623.734375
107,17,2005,3,10,11,31880,30427.548828125
108,17,2005,3,10,12,30166,28381.509765625
109,17,2005,3,10,13,29457,27397.7265625
110,17,2005,3,10,14,28386,25920.890625
111,17,2005,3,10,15,28072,27769.548828125
112,17,2005,3,10,16,28753,27755.845703125
113,17,2005,3,10,17,31108,26809.3984375
114,17,2005,3,10,18,35456,33218.60546875
115,17,2005,3,10,19,38235,37157.18359375
116,17,2005,3,10,20,39445,40132.1640625
117,17,2005,3,10,21,39012,39949.80859375
118,17,2005,3,10,22,37705,36919.88671875
119,17,2005,3,10,23,34640,29808.353515625
120,17,2005,3,11,0,33069,28340.912109375
121,17,2005,3,11,1,32268,27738.943359375
122,17,2005,3,11,2,32232,28392.5546875
123,17,2005,3,11,3,33053,27575.1328125
124,17,2005,3,11,4,34672,30296.21875
125,17,2005,3,11,5,36752,32922.81640625
126,17,2005,3,11,6,41563,37202.4609375
127,17,2005,3,11,7,39633,36417.63671875
128,17,2005,3,11,8,35385,30270.783203125
129,17,2005,3,11,9,32228,27010.54296875
130,17,2005,3,11,10,30490,27656.251953125
131,17,2005,3,11,11,29152,28877.03125
132,17,2005,3,11,12,27886,27033.4453125
133,17,2005,3,11,13,26909,26767.328125
134,17,2005,3,11,14,27405,26405.8203125
135,17,2005,3,11,15,28457,25563.05078125
136,17,2005,3,11,16,29529,29878.05078125
137,17,2005,3,11,17,31283,29769.654296875
138,17,2005,3,11,18,33236,30921.49609375
139,17,2005,3,11,19,33892,34154.20703125
140,17,2005,3,11,20,33656,33977.05078125
141,17,2005,3,11,21,32804,28844.03125
142,17,2005,3,11,22,33092,29815.6015625
143,17,2005,3,11,23,32040,26617.0546875
144,17,2005,3,12,0,30509,26811.5234375
145,17,2005,3,12,1,30196,23548.61328125
146,17,2005,3,12,2,30668,23886.50390625
147,17,2005,3,12,3,30889,28120.453125
148,17,2005,3,12,4,31903,30678.18359375
149,17,2005,3,12,5,33021,32517.025390625
150,17,2005,3,12,6,35446,32521.79296875
151,17,2005,3,12,7,38159,34124.2109375
152,17,2005,3,12,8,39726,39891.82421875
153,17,2005,3,12,9,39645,37413.01953125
154,17,2005,3,12,10,37601,32729.298828125
155,17,2005,3,12,11,33507,28991.697265625
156,17,2005,3,12,12,30922,25532.84765625
157,17,2005,3,12,13,29004,25281.078125
158,17,2005,3,12,14,28213,23757.716796875
159,17,2005,3,12,15,26971,25581.59375
160,17,2005,3,12,16,26123,26187.29296875
161,17,2005,3,12,17,26944,26875.986328125
162,17,2005,3,12,18,29355,27531.173828125
163,17,2005,3,12,19,30345,27948.86328125
164,17,2005,3,12,20,29942,26926.8046875
165,17,2005,3,12,21,29436,27069.224609375
166,17,2005,3,12,22,28846,25979.923828125
167,17,2005,3,12,23,26646,25157.78125
168,17,2005,6,20,0,23929,26732.142578125
169,17,2005,6,20,1,22248,24956.337890625
170,17,2005,6,20,2,21399,23661.19140625
171,17,2005,6,20,3,22175,19994.5234375
172,17,2005,6,20,4,22483,20829.9296875
173,17,2005,6,20,5,24393,22857.13671875
174,17,2005,6,20,6,26764,26830.734375
175,17,2005,6,20,7,27562,27205.080078125
176,17,2005,6,20,8,27987,27991.3203125
177,17,2005,6,20,9,28627,27357.583984375
178,17,2005,6,20,10,29510,27691.74609375
179,17,2005,6,20,11,30271,28180.97265625
180,17,2005,6,20,12,30625,30187.30078125
181,17,2005,6,20,13,30976,29742.021484375
182,17,2005,6,20,14,27570,25074.388671875
183,17,2005,6,20,15,27946,25582.01953125
184,17,2005,6,20,16,29157,30108.609375
185,17,2005,6,20,17,29612,30616.1796875
186,17,2005,6,20,18,33415,33204.09765625
187,17,2005,6,20,19,33050,29699.70703125
188,17,2005,6,20,20,32789,36342.18359375
189,17,2005,6,20,21,33077,30736.09375
190,17,2005,6,20,22,29762,26555.93359375
191,17,2005,6,20,23,26010,25856.955078125
192,17,2005,6,21,0,23646,21940.111328125
193,17,2005,6,21,1,22234,20559.0859375
194,17,2005,6,21,2,21343,19865.802734375
195,17,2005,6,21,3,20547,19358.74609375
196,17,2005,6,21,4,21072,19499.2421875
197,17,2005,6,21,5,22912,21480.68359375
198,17,2005,6,21,6,25281,25349.27734375
199,17,2005,6,21,7,26337,27156.142578125
200,17,2005,6,21,8,26910,30164.224609375
201,17,2005,6,21,9,28525,28044.365234375
202,17,2005,6,21,10,29914,32159.8671875
203,17,2005,6,21,11,31376,33939.94140625
204,17,2005,6,21,12,33428,35801.23046875
205,17,2005,6,21,13,34786,33723.39453125
206,17,2005,6,21,14,35165,37114.91796875
207,17,2005,6,21,15,34103,34778.26953125
208,17,2005,6,21,16,37183,39786.16796875
209,17,2005,6,21,17,38407,33993.61328125
210,17,2005,6,21,18,41273,36684.44921875
211,17,2005,6,21,19,39947,36829.11328125
212,17,2005,6,21,20,39252,33937.19921875
213,17,2005,6,21,21,38576,35459.91796875
214,17,2005,6,21,22,34768,31976.19140625
215,17,2005,6,21,23,30250,28830.078125
216,17,2005,6,22,0,26819,25601.93359375
217,17,2005,6,22,1,24169,23314.416015625
218,17,2005,6,22,2,22625,25859.6328125
219,17,2005,6,22,3,22643,24241.2578125
220,17,2005,6,22,4,22981,24485.4609375
221,17,2005,6,22,5,25075,25414.044921875
222,17,2005,6,22,6,27371,27155.54296875
223,17,2005,6,22,7,28931,30902.65234375
224,17,2005,6,22,8,30255,32851.59765625
225,17,2005,6,22,9,32197,34830.52734375
226,17,2005,6,22,10,34802,40266.45703125
227,17,2005,6,22,11,38060,30949.46875
228,17,2005,6,22,12,40197,32632.53515625
229,17,2005,6,22,13,41761,33899.56640625
230,17,2005,6,22,14,40588,39216.08203125
