,zone,year,month,day,hour,actual,predicted_NN
0,6,2005,3,6,0,171157,182435.28125
1,6,2005,3,6,1,169587,179157.3125
2,6,2005,3,6,2,169519,141772.71875
3,6,2005,3,6,3,167631,135574.6875
4,6,2005,3,6,4,172138,147580.265625
5,6,2005,3,6,5,174557,141974.25
6,6,2005,3,6,6,182047,149780.109375
7,6,2005,3,6,7,190938,169313.921875
8,6,2005,3,6,8,195150,211177.28125
9,6,2005,3,6,9,195002,187449.515625
10,6,2005,3,6,10,186587,173010.0
11,6,2005,3,6,11,178641,171110.296875
12,6,2005,3,6,12,170891,160204.078125
13,6,2005,3,6,13,162793,158433.40625
14,6,2005,3,6,14,158821,156571.4375
15,6,2005,3,6,15,155009,155346.796875
16,6,2005,3,6,16,156194,139074.078125
17,6,2005,3,6,17,161240,147242.25
18,6,2005,3,6,18,180397,153752.125
19,6,2005,3,6,19,185680,157955.84375
20,6,2005,3,6,20,185204,154511.453125
21,6,2005,3,6,21,174900,151181.90625
22,6,2005,3,6,22,162881,143455.6875
23,6,2005,3,6,23,152579,135858.953125
24,6,2005,3,7,0,146636,134965.515625
25,6,2005,3,7,1,147977,99664.34375
26,6,2005,3,7,2,146475,100634.5859375
27,6,2005,3,7,3,149618,103716.0
28,6,2005,3,7,4,159623,112212.7578125
29,6,2005,3,7,5,174830,151735.984375
30,6,2005,3,7,6,199483,176110.28125
31,6,2005,3,7,7,204686,207448.90625
32,6,2005,3,7,8,198405,175521.8125
33,6,2005,3,7,9,193570,184769.15625
34,6,2005,3,7,10,185320,178455.296875
35,6,2005,3,7,11,178598,166070.796875
36,6,2005,3,7,12,176130,161661.71875
37,6,2005,3,7,13,170612,159684.078125
38,6,2005,3,7,14,167377,161471.953125
39,6,2005,3,7,15,163869,159350.265625
40,6,2005,3,7,16,169107,158410.0
41,6,2005,3,7,17,170567,163167.453125
42,6,2005,3,7,18,189230,179340.78125
43,6,2005,3,7,19,189543,183382.125
44,6,2005,3,7,20,184397,178824.375
45,6,2005,3,7,21,175098,164463.859375
46,6,2005,3,7,22,158971,149864.671875
47,6,2005,3,7,23,147539,139558.21875
48,6,2005,3,8,0,140002,132642.921875
49,6,2005,3,8,1,138009,129191.34375
50,6,2005,3,8,2,135620,158425.0625
51,6,2005,3,8,3,137269,100582.703125
52,6,2005,3,8,4,143618,105891.296875
53,6,2005,3,8,5,159412,148322.203125
54,6,2005,3,8,6,187240,177203.203125
55,6,2005,3,8,7,203742,167812.59375
56,6,2005,3,8,8,205102,170716.875
57,6,2005,3,8,9,216995,184457.296875
58,6,2005,3,8,10,222680,184085.5625
59,6,2005,3,8,11,226262,176621.015625
60,6,2005,3,8,12,220778,205603.984375
