,zone,year,month,day,hour,actual,predicted_NN
0,2,2005,3,6,0,162096,174550.328125
1,2,2005,3,6,1,160890,171661.328125
2,2,2005,3,6,2,160924,135197.546875
3,2,2005,3,6,3,158962,128979.328125
4,2,2005,3,6,4,163197,140495.203125
5,2,2005,3,6,5,165197,134867.265625
6,2,2005,3,6,6,171989,142025.5625
7,2,2005,3,6,7,179586,160385.546875
8,2,2005,3,6,8,183793,201561.296875
9,2,2005,3,6,9,184259,177833.046875
10,2,2005,3,6,10,177069,164838.03125
11,2,2005,3,6,11,169932,163082.453125
12,2,2005,3,6,12,162912,153952.890625
13,2,2005,3,6,13,155127,152607.078125
14,2,2005,3,6,14,151681,151084.828125
15,2,2005,3,6,15,148210,149980.578125
16,2,2005,3,6,16,149373,132918.390625
17,2,2005,3,6,17,153728,140402.109375
18,2,2005,3,6,18,171318,146020.71875
19,2,2005,3,6,19,175893,149918.640625
20,2,2005,3,6,20,175858,148185.84375
21,2,2005,3,6,21,166342,145289.984375
22,2,2005,3,6,22,155411,138177.4375
23,2,2005,3,6,23,145988,130065.4609375
24,2,2005,3,7,0,140479,129639.7578125
25,2,2005,3,7,1,141926,96220.90625
26,2,2005,3,7,2,140370,97102.28125
27,2,2005,3,7,3,143290,99894.171875
28,2,2005,3,7,4,152678,107757.078125
29,2,2005,3,7,5,166623,145425.421875
30,2,2005,3,7,6,189525,168423.015625
31,2,2005,3,7,7,195255,199024.921875
32,2,2005,3,7,8,190201,169228.296875
33,2,2005,3,7,9,186262,178485.25
34,2,2005,3,7,10,179014,173007.296875
35,2,2005,3,7,11,172800,161190.5
36,2,2005,3,7,12,170658,157105.421875
37,2,2005,3,7,13,165345,155244.9375
38,2,2005,3,7,14,162290,156985.453125
39,2,2005,3,7,15,158610,155266.609375
40,2,2005,3,7,16,163421,153878.140625
41,2,2005,3,7,17,164122,158014.96875
42,2,2005,3,7,18,181297,172697.703125
43,2,2005,3,7,19,180813,176196.28125
44,2,2005,3,7,20,176186,171983.109375
45,2,2005,3,7,21,167903,158530.40625
46,2,2005,3,7,22,153027,144967.515625
47,2,2005,3,7,23,142512,135609.078125
48,2,2005,3,8,0,135538,129126.890625
49,2,2005,3,8,1,133792,125860.265625
50,2,2005,3,8,2,131394,152939.171875
51,2,2005,3,8,3,132918,97542.828125
52,2,2005,3,8,4,138726,102320.34375
53,2,2005,3,8,5,153550,143588.296875
54,2,2005,3,8,6,179400,170775.203125
55,2,2005,3,8,7,195541,160739.1875
56,2,2005,3,8,8,196834,165101.296875
57,2,2005,3,8,9,208129,178513.625
58,2,2005,3,8,10,213158,177898.796875
59,2,2005,3,8,11,216546,169193.390625
60,2,2005,3,8,12,211238,197079.40625
61,2,2005,3,8,13,206748,194111.015625
62,2,2005,3,8,14,203465,204250.609375
63,2,2005,3,8,15,204077,200396.234375
64,2,2005,3,8,16,209705,201239.71875
65,2,2005,3,8,17,226732,211887.671875
66,2,2005,3,8,18,245225,225949.140625
67,2,2005,3,8,19,246117,227448.953125
68,2,2005,3,8,20,242921,224680.609375
69,2,2005,3,8,21,235943,215224.4375
70,2,2005,3,8,22,223906,204736.015625
71,2,2005,3,8,23,210154,193877.546875
72,2,2005,3,9,0,207779,191098.375
73,2,2005,3,9,1,205088,187896.78125
74,2,2005,3,9,2,205552,191176.046875
75,2,2005,3,9,3,204214,193135.640625
76,2,2005,3,9,4,212362,201712.078125
77,2,2005,3,9,5,225704,215689.609375
78,2,2005,3,9,6,244690,235325.90625
79,2,2005,3,9,7,247496,239266.203125
80,2,2005,3,9,8,237059,220978.765625
81,2,2005,3,9,9,226752,228020.375
82,2,2005,3,9,10,220841,206940.296875
83,2,2005,3,9,11,215686,203548.75
84,2,2005,3,9,12,211450,185710.5625
85,2,2005,3,9,13,203868,192349.625
86,2,2005,3,9,14,196626,186521.015625
87,2,2005,3,9,15,194210,184958.203125
88,2,2005,3,9,16,197564,186687.515625
89,2,2005,3,9,17,206141,198687.859375
90,2,2005,3,9,18,226784,214082.296875
91,2,2005,3,9,19,230192,217684.734375
92,2,2005,3,9,20,229298,213899.671875
93,2,2005,3,9,21,221670,207164.6875
94,2,2005,3,9,22,207311,195378.578125
95,2,2005,3,9,23,194312,193866.140625
96,2,2005,3,10,0,193501,191117.671875
97,2,2005,3,10,1,194199,187950.90625
98,2,2005,3,10,2,193905,191229.546875
99,2,2005,3,10,3,195565,193201.453125
100,2,2005,3,10,4,202642,201782.890625
101,2,2005,3,10,5,214839,215764.484375
102,2,2005,3,10,6,235854,235386.546875
103,2,2005,3,10,7,240555,239346.453125
104,2,2005,3,10,8,221702,224430.953125
105,2,2005,3,10,9,215555,193069.734375
